N1,N2,N3,N4,N5,N6,N7
5,0,0,0,0,2,1
4,0,2,4,0,4,1
5,0,2,5,3,2,2
1,2,1,0,1,4,3
8,1,3,3,0,0,2
19,3,0,2,0,3,2
27,4,2,5,9,3,4
53,4,5,6,3,3,1
67,5,9,19,3,5,2
105,4,15,9,2,12,4
97,17,12,25,4,19,10
173,4,23,33,2,15,8
172,10,27,51,13,19,19
197,13,21,36,5,22,12
220,16,20,37,3,27,9
178,12,23,57,7,35,15
134,6,17,23,7,21,17
147,7,7,23,4,14,6
149,4,20,17,5,16,10
164,6,8,28,2,14,10
168,7,14,32,3,16,12
157,7,12,29,8,24,10
136,8,25,33,10,28,14
137,7,14,27,8,32,12
109,8,26,34,11,19,9
115,12,26,34,16,45,18
115,3,18,28,7,28,9
92,5,22,22,9,48,10
94,2,19,29,1,21,2
79,3,6,17,3,21,9
57,3,10,20,4,23,9
48,2,7,10,4,12,4
44,3,7,7,5,13,3
33,4,12,15,2,10,4
55,3,8,10,4,9,7
32,1,2,9,0,12,2
39,4,5,10,0,13,5
15,4,12,7,3,10,5
17,2,6,6,0,4,1
16,2,4,0,0,6,1
8,1,2,8,1,4,3
6,0,1,4,1,1,4
9,1,1,1,1,4,2
7,0,2,2,1,4,1
12,0,2,2,3,3,0
9,0,0,3,0,2,0
14,0,1,1,1,1,1
7,0,5,1,2,3,0
6,2,0,4,0,3,1
4,2,1,0,2,1,6
8,1,0,0,0,2,1
3,0,2,3,2,2,1
4,0,5,1,0,4,1
18,4,3,7,1,2,0
32,1,2,14,1,4,1
46,5,3,10,1,3,3
53,4,5,12,0,2,1
102,6,12,7,2,12,3
107,14,16,21,12,8,5
158,10,21,27,7,12,8
116,13,19,30,6,16,15
124,15,17,38,6,16,4
120,16,18,29,6,25,9
96,5,10,24,6,16,6
118,4,10,22,2,19,12
112,5,8,18,3,16,3
114,7,9,20,6,10,12
117,8,13,21,5,11,14
126,7,11,19,5,22,7
113,10,11,22,9,21,13
100,7,13,29,4,34,17
113,6,17,34,7,41,14
107,6,18,36,9,40,17
106,7,21,37,9,38,19
78,5,13,32,6,35,15
81,1,10,20,7,41,16
65,4,8,24,6,34,12
60,2,9,15,3,24,9
45,3,14,13,9,32,5
53,2,5,11,6,34,4
45,1,6,7,7,20,12
45,3,11,6,3,16,9
36,0,8,11,5,18,4
36,4,7,4,2,11,5
30,1,7,12,8,12,2
35,1,12,9,2,13,4
21,2,0,6,1,5,4
9,0,5,1,3,3,4
11,0,1,1,1,5,1
12,1,4,2,2,4,2
4,0,1,2,0,1,0
9,0,0,1,1,4,0
7,0,1,3,0,2,1
6,0,0,4,0,4,0
12,0,1,1,1,2,2
1,0,2,1,5,2,0
8,0,0,1,0,3,1
4,0,0,0,0,0,3
1,0,2,2,1,2,1
6,1,1,4,1,1,1
8,1,2,2,4,2,1
26,0,4,3,3,3,3
47,5,1,16,6,6,1
81,10,9,15,6,9,10
76,12,7,14,1,17,6
92,6,6,23,3,15,11
97,14,14,27,2,7,7
105,10,13,31,2,17,10
120,6,14,28,6,22,10
101,8,14,28,14,25,10
95,9,11,23,5,21,10
66,5,11,24,4,25,11
68,5,18,18,4,18,4
57,7,10,38,6,21,11
81,3,18,34,4,21,12
98,10,11,29,1,20,11
82,7,12,35,4,30,9
99,8,16,23,13,26,18
108,6,12,24,3,20,16
88,9,12,21,9,20,10
82,7,19,29,9,15,18
82,5,18,30,4,20,7
89,7,22,38,5,27,13
75,2,16,21,6,20,14
55,1,8,15,5,18,14
57,3,5,15,6,17,7
49,0,11,15,1,8,10
38,2,9,7,4,10,5
24,1,3,6,4,11,4
28,1,6,6,2,9,3
34,0,8,9,4,8,4
26,0,7,7,2,10,4
21,2,1,10,0,9,4
17,1,6,7,3,11,1
16,3,3,9,1,5,2
10,1,2,5,0,2,4
11,2,1,4,0,7,4
15,2,1,7,2,7,3
14,2,1,1,2,3,2
5,2,0,3,0,0,1
10,0,0,3,2,2,1
7,0,2,1,0,2,1
9,0,0,1,1,2,2
9,1,1,0,0,2,1
9,0,1,1,0,2,3
8,0,1,0,2,1,1
4,0,1,0,0,3,0
10,1,1,6,2,0,1
9,0,3,1,0,2,0
14,7,5,0,1,1,2
31,10,4,8,3,1,3
52,6,4,7,4,11,0
70,5,8,11,1,5,7
80,9,9,16,4,12,6
109,9,11,20,5,8,7
128,11,16,28,4,17,11
111,10,12,37,2,16,13
102,12,7,37,4,30,14
89,4,14,24,3,21,8
105,4,11,23,5,21,12
79,4,22,18,5,12,11
82,4,12,17,5,19,9
79,14,15,22,8,22,4
91,8,12,36,3,15,11
65,8,14,27,5,24,5
84,10,19,27,4,31,9
83,10,11,15,7,17,14
96,9,18,23,3,23,16
66,8,10,26,5,35,10
86,6,16,30,7,28,10
73,3,12,18,6,31,14
64,4,12,22,4,22,10
74,2,4,22,4,32,10
58,2,6,12,6,17,7
50,8,8,7,3,18,7
39,3,7,5,1,21,3
33,3,4,7,6,11,9
44,2,5,10,5,16,6
37,2,6,15,5,12,5
25,3,6,8,1,10,3
24,2,4,7,5,11,2
13,0,3,8,0,10,3
14,3,2,4,3,4,1
12,1,4,2,2,3,1
12,0,4,1,1,6,2
8,0,0,3,0,4,1
5,1,2,4,2,2,1
14,0,1,2,1,4,1
8,0,2,1,0,7,2
3,3,0,3,0,6,1
8,0,1,0,1,3,0
7,0,1,1,2,2,0
5,0,2,4,0,3,0
2,0,0,3,1,1,0
7,1,1,3,0,2,1
8,1,3,2,2,1,0
10,1,2,6,0,2,1
15,3,3,5,3,3,1
21,3,4,10,2,3,2
44,5,1,12,0,2,2
72,6,5,17,3,5,4
99,8,6,17,1,12,7
120,15,14,16,4,13,9
112,10,13,21,6,17,11
110,6,19,26,10,19,12
104,6,18,27,4,22,13
110,6,10,28,1,25,17
75,5,10,19,4,23,12
66,6,10,21,6,16,8
59,6,10,21,7,11,4
85,6,7,29,5,19,6
77,8,23,25,6,32,10
84,3,10,42,5,23,12
86,6,12,26,4,29,9
91,6,13,29,8,21,11
69,4,13,18,8,15,11
93,8,14,20,4,29,14
59,8,13,36,5,23,12
73,7,13,25,2,28,11
69,3,16,26,2,22,12
62,3,8,20,4,12,13
39,0,10,12,1,23,10
63,2,8,12,2,15,2
34,4,4,15,3,11,2
33,1,2,10,1,16,3
37,1,3,15,0,10,5
27,1,6,10,1,8,6
31,1,5,12,0,12,1
17,3,6,9,1,7,4
23,0,15,10,1,2,7
14,1,9,19,0,7,4
13,0,3,3,0,2,2
10,1,2,3,4,4,2
8,0,1,1,2,3,2
7,1,0,4,2,4,1
15,0,1,2,2,1,1
13,0,4,1,2,4,0
5,1,1,4,1,7,1
4,0,0,1,1,1,0
9,0,2,1,0,1,0
4,0,2,2,1,4,1
5,0,0,3,1,1,1
7,0,1,3,2,2,1
8,2,0,2,1,2,1
7,0,0,1,1,1,1
22,2,3,2,3,2,0
31,0,2,6,4,2,6
45,6,7,6,3,0,1
58,8,4,18,5,5,2
82,5,10,19,4,6,9
92,5,13,30,3,16,4
99,9,17,34,10,16,10
101,12,10,30,4,14,11
78,5,15,16,4,18,10
77,9,11,28,8,22,6
73,8,17,19,3,21,7
58,9,9,22,4,15,7
65,4,11,17,5,15,6
72,6,14,24,8,12,10
78,7,17,24,6,19,7
86,13,20,16,11,18,5
101,6,9,29,9,19,8
91,8,9,14,7,18,8
75,6,18,29,5,30,8
82,2,14,22,8,29,17
82,6,16,15,7,28,10
71,4,16,24,5,27,10
67,4,17,15,11,37,8
54,0,10,26,4,23,13
49,3,11,13,2,17,6
46,4,9,6,1,18,6
31,4,6,12,2,17,9
26,1,1,7,2,11,8
32,1,3,10,6,11,5
34,2,8,8,1,8,4
29,1,5,2,1,5,5
21,2,1,9,1,9,3
15,1,6,6,3,2,4
23,0,3,6,3,3,2
10,0,4,2,2,6,0
16,0,1,3,1,3,1
7,0,3,2,1,4,3
16,0,0,2,4,3,4
12,0,4,7,0,2,1
6,1,1,2,1,2,0
9,3,1,5,0,2,1
6,0,0,3,0,1,1
4,1,2,2,0,0,0
1,0,1,5,2,1,2
6,1,0,1,0,0,1
4,3,0,0,1,0,0
5,2,0,2,6,0,0
9,2,3,1,1,1,4
19,0,5,0,4,2,0
29,4,4,10,4,4,2
45,6,1,5,0,5,4
67,8,4,9,1,0,8
92,7,9,15,1,12,6
96,6,6,17,3,12,10
115,9,18,28,2,15,5
109,13,10,18,12,16,9
92,11,16,31,4,19,9
98,10,9,20,6,25,11
81,13,8,28,6,17,10
77,3,8,17,7,21,11
57,5,7,28,8,19,5
92,1,15,20,10,14,10
105,12,12,25,6,26,14
103,6,12,33,3,27,6
91,9,18,31,6,24,14
64,7,20,40,9,25,12
84,4,21,35,1,35,8
102,6,20,33,9,43,12
96,6,20,38,7,40,11
110,4,13,29,2,34,14
101,7,23,28,3,37,9
108,4,12,16,7,29,9
96,8,14,16,7,32,10
71,3,11,21,3,21,7
64,6,9,23,6,26,11
43,4,12,12,4,17,14
52,2,10,13,3,15,4
39,3,11,10,1,16,2
41,2,6,7,5,14,5
25,2,4,19,0,11,8
28,4,19,12,3,7,5
18,2,26,22,4,7,3
17,0,4,11,3,2,4
6,0,0,5,0,5,4
16,0,2,4,2,4,1
14,1,3,2,1,2,1
11,1,4,0,3,1,3
8,1,1,2,0,1,1
11,1,1,2,2,3,1
9,1,2,2,3,3,1
5,0,2,4,1,1,3
4,0,1,4,0,3,1
4,1,0,3,4,3,2
4,0,1,5,1,5,0
6,1,2,2,0,0,0
6,0,2,3,2,1,0
19,3,2,2,1,0,2
27,2,8,7,1,1,4
54,5,2,8,1,5,2
75,5,6,14,2,3,2
69,14,8,12,7,15,8
89,7,10,16,5,13,12
128,8,14,25,5,8,10
161,8,13,26,7,19,11
180,30,16,41,10,28,15
205,21,28,40,6,25,15
177,6,19,44,11,36,14
128,5,18,27,8,18,8
99,11,10,28,4,20,6
143,6,12,16,4,11,4
159,9,15,27,5,10,10
209,4,11,20,5,15,13
170,8,22,25,8,15,13
165,8,17,25,11,21,13
126,11,16,35,8,31,13
120,7,26,26,9,19,16
132,8,25,33,4,35,9
114,7,14,26,3,29,6
123,7,23,27,11,28,9
89,6,10,18,1,18,6
83,6,10,19,2,24,10
47,3,11,17,3,19,9
40,0,10,8,3,12,9
51,2,6,8,1,9,9
52,4,5,5,2,13,3
42,0,7,5,0,15,6
38,0,8,8,1,9,3
32,2,6,6,3,16,3
19,4,4,10,4,8,9
20,0,4,5,2,8,1
10,1,4,6,2,5,0
7,0,2,6,0,2,2
13,0,5,5,1,6,2
4,0,1,2,2,1,2
11,0,1,2,0,3,2
4,0,4,1,1,2,1
16,0,0,0,3,5,0
6,1,1,3,2,1,0
6,0,0,3,1,2,0
4,0,2,0,2,2,2
2,0,1,1,2,2,2
1,0,1,2,0,2,0
7,1,0,0,0,1,1
7,1,1,3,1,4,0
10,1,2,2,3,3,0
25,2,5,14,0,1,0
33,5,3,5,4,9,4
59,9,4,8,3,4,2
86,8,7,13,4,5,5
125,4,8,14,5,11,6
147,7,12,18,3,17,7
176,14,17,25,6,14,5
162,15,18,24,11,17,8
174,12,13,19,5,21,9
142,5,11,16,2,16,8
106,10,11,25,3,19,10
106,5,10,20,9,17,1
110,6,9,18,3,15,6
137,9,10,24,6,20,7
143,3,11,20,3,27,8
121,2,10,19,11,35,19
110,8,22,32,9,30,7
102,8,15,33,7,34,24
88,6,21,19,12,23,18
110,9,16,41,6,36,15
107,6,24,27,7,41,17
92,7,14,23,9,33,9
68,4,20,14,6,36,14
49,1,6,18,5,16,11
57,3,8,13,1,18,5
62,5,7,11,3,17,14
46,1,6,8,1,16,9
34,2,11,12,3,9,10
29,5,13,10,6,21,9
29,3,4,7,2,7,6
29,1,2,10,1,8,3
16,0,22,12,1,7,6
16,2,7,9,0,5,4
9,2,2,2,2,6,2
14,0,0,3,0,7,2
10,0,3,4,0,2,2
8,1,1,1,1,4,2
6,0,1,1,0,5,1
4,0,1,2,0,2,0
6,0,0,0,1,2,4
6,0,0,2,1,3,0
3,0,2,0,1,2,1
3,1,0,2,1,4,0
7,0,1,1,1,0,1
2,0,1,2,1,3,0
9,0,1,1,1,0,2
9,0,3,3,1,3,4
22,4,1,9,2,3,2
40,3,6,13,2,7,4
65,9,7,14,4,8,4
80,4,10,22,2,19,10
78,6,7,17,5,6,7
108,9,5,17,8,19,6
101,10,9,33,8,16,8
92,5,6,29,7,13,10
108,16,24,31,7,29,13
95,8,24,30,7,18,11
74,8,20,24,7,12,13
80,4,10,11,9,17,6
86,8,9,24,4,15,10
85,7,11,33,5,24,6
106,6,17,21,6,18,8
91,11,6,25,4,14,14
90,10,12,21,6,14,12
72,5,10,23,9,26,10
80,10,10,24,3,26,13
75,5,19,25,4,34,14
78,9,13,20,5,25,14
65,13,12,34,7,22,10
56,3,13,11,5,23,11
59,1,15,19,6,15,12
52,4,7,14,3,12,6
46,7,2,11,2,15,6
36,4,3,10,1,18,6
24,2,7,10,1,7,4
28,0,3,6,5,17,8
35,2,4,10,4,9,7
18,1,3,9,0,13,3
25,7,5,12,1,8,4
20,0,4,8,1,9,1
13,1,3,4,1,5,2
11,0,2,5,1,6,1
6,0,1,1,2,5,4
6,0,3,3,1,7,1
15,0,0,1,3,0,0
12,0,0,2,1,1,2
5,0,1,5,2,3,3
7,1,0,1,0,2,2
1,0,2,1,0,1,0
6,0,5,0,2,3,2
2,1,3,1,1,1,1
3,0,0,1,0,0,2
11,0,2,4,0,2,1
6,2,0,0,1,1,1
11,0,2,1,0,5,2
17,2,5,5,3,3,0
26,0,2,8,2,6,4
38,7,4,12,2,3,5
76,9,6,12,1,11,5
81,11,8,18,3,12,14
103,5,13,33,1,11,8
103,11,8,21,4,27,14
106,12,15,25,7,22,16
118,8,13,31,6,27,13
99,10,20,27,5,15,14
77,6,13,31,3,28,8
74,6,8,25,6,24,9
71,4,19,17,4,16,7
89,3,11,21,5,22,5
93,12,10,13,3,18,17
92,3,16,20,2,17,10
83,8,18,18,8,30,18
78,5,18,21,4,22,8
84,12,12,28,9,23,14
71,3,19,27,5,23,10
76,11,12,32,3,33,17
66,5,12,24,5,21,7
77,4,17,16,4,27,9
65,10,8,21,6,24,10
72,1,12,15,3,24,14
60,3,16,8,3,22,8
48,1,5,10,0,17,5
26,1,5,7,3,14,5
34,1,4,5,5,13,5
41,2,4,10,3,14,5
29,0,3,5,1,9,3
22,2,7,6,2,12,2
22,4,5,3,1,10,3
9,3,4,6,0,10,4
7,1,0,5,1,6,4
