N1_Ori,N2_Ori,N3_Ori,N4_Ori,N5_Ori,N6_Ori,N7_Ori,N8_Ori,N9_Ori,N10_Ori,N11_Ori,N12_Ori,N13_Ori,N14_Ori,N15_Ori,N16_Ori,N17_Ori,N18_Ori,N19_Ori,N20_Ori,N21_Ori,N22_Ori,N23_Ori,N24_Ori,N25_Ori
24021065032710.3,24442875369863.0,24922195116379.3,25314465702928.9,26367857544600.9,25911043976635.5,26679068630841.1,27635397523148.1,27599590307407.4,28376679130252.1,30067616170103.1,29841486486111.1,28608704444444.4,27887988888888.9,28092232172839.5,27375634777777.8,26114985395061.7,27203133242798.4,26288715500000.0,27183816962686.6,26026054736842.1,24884665657142.9,25178859680440.8,24507828794582.4,24407581189952.9
24135315710691.8,24018823582159.6,24717891500000.0,24692626354838.7,24626990075117.4,24876951037500.0,25470401898936.2,26861053148936.2,26983699144186.0,27076213953703.7,27732393497674.4,29142203534979.4,29664543352697.1,29676012767346.9,28632090720538.7,27802815966666.7,28284786466666.7,28683379481481.5,27337223414383.6,26734703402439.0,26018023432432.4,25548678537234.0,24834967665584.4,23953035081018.5,23627561781199.4
23977318250936.3,24948154519125.7,25604070789719.6,24783531925925.9,24632795587755.1,26612908405303.0,26215089614107.9,27553198555555.6,26278712989304.8,26775344316872.4,28907313942386.8,30016367382716.1,29906316139917.7,30168522309322.0,28771454312000.0,29119682868852.5,28674923621276.6,28560761823741.0,27173240362139.9,27976148270370.4,26593812578358.2,25890600893982.8,26462310569491.5,26068414028133.0,25306131868131.9
24273379579831.9,24572431347107.4,26641495751152.1,25137246686792.5,26201895304526.8,25353259733333.3,26731803675373.1,26474348572093.0,26103559257009.3,27016932405204.5,27101592819148.9,26655086708333.3,27805239203703.7,27478290082304.5,28316620194444.4,28073922958333.3,28551145977777.8,27750434444444.4,26546160608108.1,27131449855371.9,26609878884758.4,27198880629080.1,25021702545722.7,24025873527559.1,23140122883910.4
23292384000000.0,23700217333333.3,24565653316037.7,25782131599250.9,26133136439252.3,25667638909574.5,26641147795833.3,27107770301369.9,27062093952054.8,28200293365079.4,28338430486692.0,26787791161435.0,28990431297520.7,29071151620805.4,28434876062963.0,28744669771043.8,28441057838383.8,27974614088888.9,26543218237037.0,27182008393188.9,25301037477011.5,26759840132013.2,25033045879487.2,24421530673218.7,24594638762996.9
24096875047210.3,25104745635220.1,24368485112903.2,25398915364486.0,24683050512345.7,24950147200000.0,26887879873494.0,27149834204761.9,27255686463157.9,27788247726708.1,27955788713080.2,29198009757085.0,28262955331797.2,29289242561728.4,29278101728395.1,29089695907407.4,28253642787037.0,27878918675675.7,26831371382113.8,25580002949790.8,23394984006172.8,24537526384313.7,23195620429429.4,22695796156682.0,22191723379816.5
24258440600000.0,23436097555555.6,24479470883959.0,23943025206611.6,25219538066390.0,24454109308411.2,25619209983108.1,25571128271375.5,25150318091286.3,26079154414814.8,26653583985981.3,28411999872483.2,28918164888888.9,28457814909836.1,29206666365384.6,27604236284697.5,29250557988847.6,28094573670886.1,26682213072072.1,26357223942386.8,26270293513108.6,26114156734439.8,27476224187500.0,25028026551829.3,25431204822714.7
23453397395833.3,25386369220279.7,23869980447205.0,25487898175000.0,26196821058091.3,25522195529100.5,26419103644444.4,26692826771028.0,27502901070247.9,28137043233333.3,28268115265625.0,28892417160869.6,28421330087336.2,28234533640211.6,28875465509225.1,29077934469135.8,29087668196296.3,29201375772727.3,29732477123809.5,27467428185454.5,28321669423566.9,26284511585434.2,24015062572784.8,23968993389057.8,23352245567567.6
23875935367924.5,23892166888297.9,23992808640186.9,24666663589552.2,24902958288065.8,24666669302325.6,25086451862433.9,25693882487603.3,26823400144186.0,27175442399082.6,27575159000000.0,28262511458333.3,29783671333333.3,28276211769547.3,27556506191176.5,27831204023809.5,27325119577777.8,28030831695945.9,27319749469135.8,27017833691358.0,26393112925465.8,24460295500000.0,23608765091503.3,23830617859042.6,23362659383445.9
25344538925373.1,23067090950819.7,24703168427027.0,25477091822222.2,24915318614634.1,24609631750000.0,27835398648148.1,25028225647887.3,26630111082089.6,23958524732919.3,27092546459259.3,28486459367965.4,28628848561403.5,27838902619047.6,28060565781481.5,28028373393518.5,26216990592592.6,26214568240740.7,26651783537572.3,25368553671814.7,26053673279461.3,25846261039711.2,23834439414634.1,25173417903133.9,23452091823214.3
23197348121338.9,23982123813829.8,23949488896694.2,25814274761506.3,24999040573770.5,26619123294605.8,26875060654321.0,27626884553719.0,28440131984127.0,28421496356481.5,27805184244827.6,27673587151394.4,28173101835051.5,28237201093750.0,26151979358585.9,26386658137037.0,27362304322870.0,26537321376425.9,26297934640678.0,26513687247191.0,25079300760563.4,24020711343971.6,23190880476780.2,24065090159601.0,24019263500000.0
23884455029166.7,24547360009302.3,24431652372973.0,24469410887850.5,23749945089201.9,24764496355140.2,25387434541062.8,23374888896414.3,26698798929368.0,27050397802469.1,26797693631970.3,29083247705882.4,28419698329787.2,28951806640138.4,28034192808764.9,28317269308642.0,28970423902515.7,28624333692029.0,27262884240663.9,26974697375661.4,25305459464646.5,24577523957559.7,24633014022857.1,24237390196581.2,22286175269108.3
24674745528662.4,24758539121338.9,24966978322175.7,24856696780373.8,24766614734439.8,25498801246511.6,27659277618604.7,27269105804651.2,27900980574074.1,28896660237623.8,28085207285156.2,29620629396825.4,30184109417989.4,29991333418518.5,29729724724279.8,29300299087336.2,28817948578260.9,29690779359259.3,28114597820895.5,27149902594795.5,26472921432432.4,26327790768656.7,26297916431372.6,26409455097323.6,25129791123003.2
23114611122994.7,23822471603773.6,23666853045643.2,24328195883720.9,24318455186335.4,24874172855814.0,24938648950617.3,25064503560185.2,27054797666666.7,25309105677777.8,26933517069444.4,27806623140740.7,27194527746031.7,28493521608294.9,29027506763888.9,28317111492592.6,28687349532786.9,27374822956790.1,27525259814814.8,27652064022321.4,26069418099526.1,23987669395437.3,24793957178294.6,23656994438547.5,23725969407725.3
24820169658767.8,24064976974789.9,23810433619718.3,24250229210280.4,24799810053941.9,26644478702127.7,26966268744292.2,26977047916666.7,25819297652777.8,27362826901234.6,27920644402116.4,27144477725925.9,29432990995884.8,28237994386243.4,30568141238095.2,28856026572463.8,28144944527777.8,25677923534979.4,26296983219814.2,25238295144444.4,26077772234604.1,25170994823353.3,23534535151162.8,24253023317124.7,22590568363924.1
23302595182572.6,23693948817204.3,24177875925619.8,25737492686567.2,25396227413953.5,25200688975308.6,26936112687830.7,27418131351851.9,28565280771784.2,28002052781893.0,30242432995594.7,28331054089887.6,29969300497959.2,28685678164179.1,29045044633744.9,28968605733333.3,27440363503703.7,27650756269841.3,26312768263492.1,26516481197026.0,25845332225080.4,24143882316804.4,23884578784741.1,23094349673160.2,22242871253311.3
23772272980000.0,23841974684027.8,23425263016597.5,23148039532710.3,23311649583643.1,24184471681355.9,24502484242537.3,26079549173553.7,26659948252066.1,27296771177777.8,27181919074074.1,28091737703703.7,28988871354497.4,30510425277777.8,28727897139917.7,29849412347222.2,28193752533333.3,28228585600823.0,28449211416356.9,28186944629032.3,26093993320312.5,26090244509293.7,25303152415540.5,25836113703608.2,25485298973737.4
23029783496855.3,23254229712500.0,24191849069518.7,23612579672043.0,25575152468750.0,27191575062146.9,27241651161290.3,24669404352459.0,26830559740740.7,27746833801242.2,26438508141975.3,27292598648148.1,30202114567901.2,30422362592592.6,29722258782407.4,29471394497354.5,28969092907407.4,30040633650793.7,28384445600961.5,29353396004651.2,27718622128404.7,26624516572549.0,27231642693602.7,25320747631250.0,25230734954659.9
25141542459144.0,24296272368421.1,24190521451087.0,25244670415094.3,24730601937500.0,25411164471074.4,26591686558685.4,26981153211895.9,27486942600823.0,27392880633744.9,28522916888888.9,29318837537037.0,29113624892592.6,29084097875838.9,28229745666666.7,29037421252525.3,27545746631756.8,27461277112970.7,26381495207317.1,25742306962732.9,25840220371428.6,25773508864864.9,25441701010610.1,24715964363420.4,24208349275494.7
23903353381720.4,23763367849056.6,24103689957547.2,24111840148837.2,24560795790123.5,24799756063492.1,25754071579787.2,25993836537234.0,26331129011152.4,27682920041152.3,27377811888888.9,28514993928571.4,27362433382775.1,28641853111111.1,29241069983539.1,30775223793650.8,29143128269230.8,28809985963768.1,27182181625498.0,26670402424812.0,24440078708771.9,23889749475000.0,22592101613333.3,21986308881318.7,20746970509565.2
22864845302721.1,22707011048110.0,22530251827160.5,23066826570833.3,23509256970833.3,24886547170068.0,25823113520661.2,26729485156378.6,27733472139917.7,28247042995918.4,28402563793233.1,28522802812785.4,28289427748148.1,28869492986532.0,30997889637860.1,28382165185039.4,26991865969112.0,27576743090535.0,26694688227272.7,26250712949324.3,25974057026022.3,24573334487500.0,24761383954248.4,23368456168421.1,23043205613924.1
25721791564245.8,25024331242236.0,24371699819148.9,24286905216417.9,25403542428571.4,26572489080246.9,25839568651851.9,27219778762500.0,27877456548148.1,28868739382716.1,28752343936585.4,28509481850000.0,29660510000000.0,29450309365079.4,28688814761904.8,31103090453703.7,29777166000000.0,30927098720306.5,28551023216374.3,28323692045267.5,28481815743801.7,27613416621399.2,26248494055762.1,26463045571428.6,25031057219565.2
23731211627358.5,24213360014814.8,23902048616666.7,23776211968085.1,23880047920930.2,25751804904564.3,26568359825726.1,27081188426724.1,27184301658163.3,27750806120930.2,28021469806584.4,29620633703703.7,28530999291005.3,28045787699074.1,28525351054607.5,26515933065693.4,27695915055555.6,27256498922558.9,26434489810810.8,25013581277777.8,25651616891525.4,24503339298666.7,24514390645945.9,23848272312638.6,23413751865619.5
24129940840909.1,24711308252707.6,24355480477178.4,24701769892116.2,25641374336099.6,27485012820689.7,26912076697580.6,26967594581300.8,27568207928839.0,27899092513888.9,29150964287037.0,29245558785211.3,27389243017467.2,27066028086065.6,27014113428571.4,28841466059259.3,26414238731481.5,26937061226337.4,25796521449074.1,25415909446281.0,25692185944444.4,25124804371517.0,25020918740740.7,24851357771676.3,24206396031936.1
21750291170124.5,23105063574766.4,24246786989795.9,23046762482625.5,24798213179824.6,23281123648437.5,25621743855814.0,25837617347593.6,27225032584362.1,28301559193415.6,29378112467592.6,28134681045454.5,29507960004115.2,28346470957894.7,27965965211981.6,29314269381147.5,26805164152777.8,28429198591078.1,27860149700374.5,26360784473469.4,25603946904564.3,24526763442724.5,23892695020202.0,23416435467889.9,22336830404326.1
24623775358288.8,24681579904255.3,23769712714953.3,24723540198113.2,25517920165289.3,25307758683720.9,26633964824074.1,26525527944186.0,26038668983539.1,27864160497354.5,27415051115702.5,28667268074074.1,27858542222222.2,29294698382488.5,28790715681114.6,28445420145522.4,28738799099631.0,28574600909699.0,28161956625850.3,27726534809523.8,25815086525993.9,26435867962666.7,25042942652037.6,25194463317757.0,24175961901716.1
23909236285046.7,25261761556074.8,24625671913533.8,24590067935185.2,24949651483871.0,26403135948837.2,27121245599137.9,26481611060913.7,27581966620833.3,28206466894977.2,27254875050925.9,27959943601851.9,28366152129629.6,28208105427983.5,27447974504629.6,28235763852459.0,26158613756457.6,26289097287553.6,25201897221343.9,25279782491525.4,25724581988047.8,24240281398089.2,25497940313953.5,24674529759162.3,24894444058528.4
24519456143396.2,24241391240310.1,24675536525896.4,25236885176190.5,23993505266355.1,25830765504132.2,25196336613953.5,27572308688888.9,27319137533333.3,28291305637860.1,27281007855555.6,28644839840740.7,29718492979798.0,29944628629629.6,29308031589473.7,27791317123456.8,28393849451127.8,26437669281818.2,26427345091216.2,25511087370370.4,23230789082304.5,24550817570895.5,23909746498550.7,24680128847593.6,23543812261758.7
23468280719626.2,23246423617021.3,23180945874418.6,24577096413793.1,23553296947791.2,24832342780669.1,26401996217592.6,26066353761904.8,26544622619047.6,26951475962963.0,26733343872727.3,27203679187265.9,27315673345679.0,27117962008230.5,29635936690851.7,28379546437500.0,29473514226851.9,29182032039886.0,28617846385185.2,28220681492537.3,26678001808510.6,27400684473684.2,25149247899224.8,26040735932530.1,24638301893442.6
