N1_Ori,N2_Ori,N3_Ori,N4_Ori,N5_Ori,N6_Ori,N7_Ori,N8_Ori,N9_Ori,N10_Ori,N11_Ori,N12_Ori,N13_Ori,N14_Ori,N15_Ori,N16_Ori,N17_Ori,N18_Ori,N19_Ori,N20_Ori,N21_Ori,N22_Ori,N23_Ori,N24_Ori,N25_Ori
24387683790243.9,25512559916201.1,25007045732323.2,24665865430434.8,25837188888059.7,26023118539682.5,26450729936170.2,26542094291005.3,27462587527777.8,26637012756613.8,26774051384210.5,29582018984127.0,29003726354497.4,29550371156378.6,28784417003703.7,28772256233449.5,27872824170634.9,28155352393188.9,27312112859504.1,26601865793220.3,26467356518518.5,24874300411290.3,23643059342507.6,23448408077102.8,21605836353488.4
23842272219917.0,23879638228215.8,23609559093896.7,23641338761194.0,24829267987538.9,25696940217592.6,26588997542750.9,27482180024793.4,26661653493827.2,27680079762658.2,27409924254980.1,27594494393939.4,28002841872428.0,29298145368421.1,29242647881918.8,29291952466942.1,28404312300925.9,27365398474747.5,26329030004629.6,26029375443983.4,24961413981481.5,25153238724264.7,24250245726415.1,22551435310559.0,22454006942307.7
24671744947368.4,24494663772973.0,23911737346774.2,25646238582978.7,25960872458333.3,26371046312500.0,26029173623188.4,28203777572016.5,28414692127572.0,28824072911627.9,29404977102880.7,28560569624277.5,29466430302439.0,27827340488888.9,27266635829787.2,26771587518518.5,28306361597883.6,28587597625000.0,26029562008130.1,26151195614841.0,24386214485342.0,25403930391719.7,24694651463068.2,24270725700934.6,24488213114754.1
23428542091397.8,23027829669456.1,24390734350467.3,23806144158878.5,24450500736111.1,24911346743494.4,25635743432098.8,26235832007462.7,26789777255725.2,27205328573770.5,26260070577617.3,27731360962837.8,27390914304526.8,28400346189300.4,27977057654321.0,26708069622895.6,27832873023569.0,27296099533057.9,27799203721875.0,27619709921641.8,27068606517605.6,25343903949554.9,25459509610354.2,24316851812244.9,24539451919407.9
24341731236559.1,24332731218085.1,25459273000000.0,25037653648936.2,25698293857777.8,24751790318408.0,26201852234567.9,26032380864197.5,26927524683720.9,27781287843621.4,27278543736196.3,27710744251366.1,25886161720238.1,28407207792592.6,25991484328703.7,28242103285185.2,31081082504672.9,27760558453441.3,28273198940298.5,27822315713375.8,25132580068345.3,25360861675781.2,24327065026229.5,24208037047872.3,23384288325242.7
24403489518716.6,23871820728301.9,25496461629166.7,24588632641666.7,26762136569659.4,28190083838174.3,28827984870689.7,28339469592964.8,29078045566115.7,27740347597973.0,27573325574074.1,28351854451851.9,27302294983471.1,27475545516129.0,26655220361111.1,26131193722222.2,25738060066666.7,24167733349442.4,24475782695473.2,23375733678343.9,23198798355263.2,22432909618518.5,22225709717333.3,21911952244514.1,22133941759443.3
23371126665094.3,23976150591195.0,23440863210810.8,24513310293023.3,25159165233644.9,26063953585062.2,25682664568627.4,25594203562814.1,27478409828703.7,27800478726851.9,27842340281481.5,27750568849765.3,27581324936073.1,26283931819672.1,26306845818181.8,27532341213991.8,27506284882154.9,28221613292682.9,26999060533568.9,24453045808642.0,24054800918604.7,24560146319865.3,23056207562500.0,22702552812646.4,22153187572847.7
22243114564315.4,22415023046729.0,23691431532338.3,24799167204819.3,23918933804878.0,26270174677248.7,25472347614906.8,27837180497925.3,28782928074074.1,28962930860082.3,29039935284132.8,28548821136646.0,28847970972222.2,29092504156378.6,29022289185185.2,29654831074074.1,28769092074074.1,27396222303278.7,28522307972222.2,27738189590000.0,26294053761755.5,26220647610215.1,26090370269541.8,24889295147541.0,23374721988853.5
23692611625000.0,23847639864130.4,23857547400000.0,24909698782407.4,26037641495327.1,25624096395061.7,25405379500000.0,26584534166666.7,26957948907407.4,26865632343915.3,27239844544973.5,28244366736111.1,28680271537037.0,27780962190476.2,27883751453237.4,27224199317307.7,27694693279835.4,27235426710437.7,26932142097222.2,26744135796428.6,24725314610932.5,25004741558490.6,25461201922033.9,26183189490322.6,24654581709459.5
23739929500000.0,23061891058577.4,22794431425619.8,24491100093457.9,26646045391534.4,26320927854771.8,27199160967592.6,26759305421487.6,29003250962963.0,29185621084656.1,30161586403940.9,27181462396039.6,28411686101851.9,28845174796296.3,27076994148148.1,27545300390572.4,27713088073298.4,26287902991631.8,26661011296296.3,25030835539033.5,25002842895270.3,24385233845201.2,23978426724550.9,23094607478468.9,23022498223065.2
23442697725000.0,24388209428571.4,24703576341666.7,24197481433179.7,26273847753191.5,26892748322751.3,27518246133829.0,28487718462686.6,28141192551440.3,28140099479338.8,27594249439461.9,28167460537931.0,27451791851851.9,27691320942386.8,26742951822222.2,27613030746093.8,25768490929577.5,26263230145510.8,25860342930232.6,25330095122222.2,24716843247557.0,23941290315656.6,23442700148368.0,22724228928571.4,22276118323181.1
22806434500000.0,22880795339563.9,23440040936803.0,24053973129166.7,23680662370370.4,24516474628692.0,25516929091216.2,26127423414937.8,27210884523206.8,28687105895833.3,28400653172839.5,29202680529100.5,29277979759259.3,28324246337448.6,29090435266666.7,29389801162037.0,28332677560846.6,27692088532407.4,27084116208333.3,25755780366255.1,26167142441935.5,24522606588059.7,23989262942176.9,24858844273631.8,23514753118738.4
24323159367567.6,23501422575000.0,22813761265560.2,24819023882978.7,24519699055900.6,26126886850467.3,25793584662500.0,26511118175925.9,26739026685990.3,28841745363636.4,25950452478723.4,26616305074074.1,27545745078703.7,27088479925925.9,27779537555555.6,29105373164021.2,29154031312169.3,28349401794238.7,27865302197530.9,26670883330232.6,28056715047619.0,26468589789256.2,26283611124137.9,25707368736694.7,25561845085308.1
23889956759434.0,25126533040540.5,24476558775609.8,24811776613953.5,26113197672932.3,27278964358139.5,28173239771276.6,27407268065116.3,28166714144444.4,27831534587360.6,27689710864754.1,26900006995867.8,25747209286885.2,27347417604938.3,27585145729629.6,26869578825925.9,27554651659259.3,26863730030303.0,27988497908424.9,27050342879452.1,26241642933734.9,26377827181818.2,25346122722666.7,24987015771144.3,25016444394894.9
24296206488764.0,24447995408602.2,24803682439330.5,24971846786046.5,26169705735849.1,26394393095238.1,27365977355371.9,27420715962766.0,27441369216931.2,28107369787037.0,28345550611111.1,27974943028806.6,28268602560185.2,27583723246073.3,26545698155555.6,27915626127572.0,27226372292181.1,27070798274436.1,25097574076642.3,25136685130597.0,25563559380805.0,23961641664756.4,23913436385572.1,23357094088095.2,21748093472175.4
23688570863945.6,23540652456066.9,23363952717842.3,24457317160337.6,24081658614583.3,25009393099585.1,27731220063909.8,29303155231405.0,28921310085185.2,29104805155555.6,30173222771043.8,29368000079365.1,29097846337777.8,28237540561904.8,28048195619528.6,28305760024691.4,27893100596296.3,27097414462963.0,26875624933333.3,26827242570247.9,25835768058333.3,25723756409556.3,24611389198347.1,23049332597523.2,21816260888888.9
23491629631578.9,23043149514018.7,24392309376543.2,26489117990654.2,26395293509316.8,27283457022388.1,28605362657142.9,26665584000000.0,27922941638888.9,26718614850746.3,27187660804232.8,28213499226851.9,27983988666666.7,27174049449735.4,27356672492063.5,26604799658436.2,26658939282407.4,26486741485981.3,25437699567346.9,26412815197530.9,25925732723880.6,24895905359504.1,25066412201492.5,25162746105691.1,24530689919315.4
24712747059071.7,23891077373584.9,23910612601063.8,23949536473029.0,26633624313084.1,27184278375661.4,28233863167286.2,28841281833333.3,29599458131474.1,28842150729166.7,28917725231481.5,28367216403292.2,29004756532407.4,27967033468013.5,27881981951851.9,26640653662963.0,28084833805369.1,27336357585858.6,27457642429118.8,24940759737430.2,25550514992619.9,23883258260869.6,23804314772334.3,23863811476309.2,24418861823529.4
23149195259259.3,24082503995348.8,24235755597656.2,26440182635714.3,27900734008264.5,28281566203007.5,28360988684647.3,29376917255144.0,29282898786290.3,28007029750000.0,28216322865740.7,28180762684426.2,28126677020576.1,28135891710084.0,27528266810256.4,27786641567901.2,27983171384259.3,27515509244360.9,26595259033088.2,26254634048458.1,25528138975438.6,25648387394557.8,25136990040935.7,23930818595300.3,23872384372727.3
23853823699658.7,23344393507518.8,24292636900473.9,24429334430711.6,25840460747035.6,25583474194029.9,25380160128919.9,27596194537234.0,26462520191489.4,28221585563432.8,28846677439814.8,28913985825925.9,29152938767195.8,30252766217021.3,29684983699346.4,29583012111111.1,29773200740740.7,27398548477366.3,27697349518518.5,26472177862453.5,25511556269360.3,25371714884058.0,22838401286135.7,23503601627204.0,23249542561837.5
22579681615062.8,23978639130232.6,24201019700483.1,24235118453703.7,25060826247663.6,25624844624535.3,25610176172093.0,26847921359788.4,26788408756198.3,27257466643442.6,27950483666666.7,28395070437209.3,27855797270491.8,27143932820276.5,26814981893004.1,27552446570945.9,27037873996063.0,27924281761092.1,25987680479166.7,26548992430921.1,25716475576923.1,24962084057636.9,24494106133689.8,23236512888157.9,22545535505882.4
23931124654054.1,24267739248148.1,24856939847457.6,26375473041284.4,27705618103305.8,28488688276595.7,28929073805785.1,29870572738219.9,28727990504201.7,29315397523148.1,29789677842592.6,28327872962963.0,27885956629629.6,28404375148148.1,27295204044444.4,28040341586046.5,28310369804428.0,27045701291666.7,25662152755555.6,25448245635087.7,25043244658064.5,24968171474530.8,25648419797222.2,23600123516624.0,23832187126183.0
24001768404166.7,23923660835680.8,24408269922764.2,25056924862069.0,26517735057613.2,26591751660465.1,26825052344398.3,27682062840148.7,27414285409090.9,29264194839694.7,26990979865942.0,27261647483271.4,26666695353909.5,26769128328413.3,27927057481481.5,26853440195286.2,26401603237037.0,27756621065625.0,26926787434959.3,26664990962655.6,25801677901234.6,26807354089219.3,25573673361486.5,25238025115853.7,23963583520094.6
22556301090909.1,23538474246511.6,23735225023474.2,24681473831250.0,26838213518750.0,27702031483050.8,28167161809278.4,28311601884259.3,29295828211538.5,27354387413333.3,28354459279069.8,28887304282407.4,27507817868312.8,28526340981412.6,27216373476851.9,27748522276859.5,27650749344444.4,28126537497942.4,28420120437500.0,28197299762711.9,27569366305993.7,27603447829192.5,27201262992537.3,25570252192941.2,26141947451038.6
24496337798507.5,24070684668750.0,25324480275675.7,25796928297872.3,26936393033472.8,27568950718085.1,27867447037037.0,27259743186335.4,27678873179894.2,27875806421296.3,27708065751322.8,27600601565656.6,27660218170370.4,27461862691630.0,26712195903474.9,27379594596707.8,27661726289562.3,26548951171717.2,27094954978979.0,26154013832298.1,25126463604575.2,24731039834337.3,25055275856459.3,25058081133786.8,25261582975089.0
23972230686192.5,24604484996563.6,25174104330798.5,26102373634328.4,26807094481308.4,27192592979338.8,27437555123595.5,28097320750000.0,29039266294545.5,28806014267924.5,28752658129629.6,28070672401234.6,27329073259259.3,27437794366666.7,27079299430555.6,26603880976000.0,25765026179310.3,25921703224390.2,24428736507874.0,24940861522033.9,25310211969178.1,24038217270000.0,24286419743396.2,22029971889204.5,22319716432432.4
23486216200000.0,22961149832061.1,23624077853281.9,25604488714859.4,27165105052434.5,27356587181395.3,27412959711934.2,27138951467289.7,27186463219008.3,27501037587963.0,26442887160493.8,26556385245901.6,26051837465608.5,26779193389344.3,26725806322751.3,26562976151260.5,26306472945454.5,24932903506172.8,26679256283950.6,25318208329710.1,24793593805084.7,25274769321981.4,25788217336700.3,22411257522123.9,22630458170297.0
23452382176470.6,24081236551351.4,24727913850622.4,25952173104477.6,25431347125000.0,27525412908163.3,28702956186046.5,29367567629629.6,28374853755555.6,29611840292968.8,28621500478873.2,28390196200000.0,28323043770370.4,28223608277777.8,28980143746130.0,27922120911111.1,27881482773148.1,28477564966542.8,27298374984556.0,26929867784946.2,26654896335243.6,25632371337461.3,25886730828358.2,26285582800936.8,23874915351851.9
24587823137500.0,23837778356383.0,25231248059139.8,24189825021390.4,25804708182572.6,27267721732620.3,27807772422535.2,27874861658536.6,26974568223602.5,27587098460905.4,29316380482758.6,27998173588516.7,27943422050632.9,28057913534391.5,28092601518518.5,28215805045454.5,27944767712963.0,28292719170909.1,26507197424369.7,27059650711111.1,28137275760000.0,26950240266436.0,28118365686170.2,27813591759434.0,27951952653027.8
23575809409774.4,24020815947565.5,25461417137500.0,26222760447761.2,25933704654205.6,27440619588447.7,28345397673611.1,28388710716049.4,27856576574380.2,28428469193415.6,28292150405204.5,27176423569444.4,26381125094650.2,26364958515151.5,26877881054982.8,26694502353383.5,25788009171314.7,26701010087963.0,27225221029739.8,27493260322222.2,26842437057627.1,26543813948412.7,25571015829268.3,26991912658703.1,24138899221765.9
23205297149732.6,25476093697297.3,24734843150943.4,25373528700000.0,27799666244898.0,27157025500000.0,28811736262910.8,28038014786046.5,28123626608465.6,28768485024691.4,27770492857142.9,28438869621722.8,27424838287625.4,27253684550264.6,26019516379807.7,24073732988047.8,25348144748148.1,25302999407407.4,25229934148014.4,23969315912280.7,24432337615671.6,24123751444148.9,24360860393034.8,23731165503546.1,22776680225454.5
23342492645833.3,23986434327102.8,24461836505319.1,25012002339506.2,26104569754010.7,26628583755186.7,27871748946058.1,28970404129629.6,28548136413953.5,29082026560185.2,29125484349206.3,29129545661157.0,28190826181208.1,27891296308642.0,27954027781538.5,27435615536912.8,28361542058201.1,27583598093750.0,28263876754717.0,27933009694656.5,26619772889881.0,26692815668621.7,23940562730878.2,24898952270270.3,23451804550793.7
23475459184713.4,23425728254054.1,25072500591549.3,25608002875776.4,26196555200000.0,26345448497354.5,25359561565217.4,25802338440993.8,25992673234567.9,26436861397260.3,28005179853556.5,27066210909574.5,28645036217592.6,29169716458333.3,28436069108108.1,29207189591743.1,30176344306201.6,27637962117857.1,28079266880658.4,27284394447368.4,25900442020905.9,26167332412639.4,26118159111111.1,25498706840686.3,26179731650900.9
24737085362139.9,24319723517241.4,25390412605042.0,25947660256684.5,27337808238317.8,26899785218750.0,28361923790209.8,27219252950207.5,27749600829787.2,27006146404255.3,28382564333333.3,27624982721311.5,27411902324074.1,28259898604938.3,27853113942760.9,26693444372093.0,27987893802575.1,26858215900000.0,28591267293333.3,27427481364341.1,27513739459459.5,27222489153614.5,25891280633802.8,26103720164490.9,25831244722126.9
23806585919786.1,24736533545454.5,25339879953271.0,26930751209205.0,26813779161048.7,28033056884328.4,27417999987603.3,28058181486014.0,27046273798419.0,27510625251028.8,27192510333333.3,27641209230452.7,27663370192592.6,27952550172839.5,28431619305147.1,27675584621621.6,28231892290909.1,27259385983957.2,26883681122676.6,27492092448979.6,26261303106995.9,26726468181250.0,24908925370370.4,24193268502314.8,24270347118440.8
23876601232824.4,24482513930041.2,24671047133689.8,25054269357723.6,26731442350961.5,26946650401869.2,27932111623966.9,29091708898148.1,28276411148760.3,29496461657992.6,28941052079787.2,28488820768518.5,27117203083333.3,27386842847736.6,25961964744856.0,26286594746031.7,26676285172839.5,26397928694444.4,26567476723140.5,26409168358024.7,24329892552901.0,25893421567307.7,24210721388157.9,24180582637681.2,22417905274658.6
23722811539267.0,25813631877005.3,26171034994117.6,26227227029556.6,27204697613756.6,28071794269841.3,27918216133689.8,28054369423280.4,29230932412698.4,28810144478723.4,30145570732510.3,30820805762886.6,28919684600000.0,27821099978836.0,26834740460317.5,26267257566820.3,25406123563829.8,24980310719576.7,25445825234567.9,27086405343137.3,24916266235000.0,25313519270270.3,25642955689138.6,24154638958823.5,24125833498956.2
25875761144859.8,26123195716577.5,26642489024896.3,26699079935185.2,27917105995833.3,28945080845833.3,27819219079439.3,29878675986725.7,28803375788793.1,29987508268398.3,27739981236842.1,27373147736111.1,27320769879629.6,26492883185185.2,27340013542435.4,27742783885521.9,28513266618025.8,28227660246153.8,26890216991967.9,26781246801857.6,26724342577702.7,26886326205479.5,25590989996941.9,26366971102974.8,25645382652931.9
25985716241228.1,25865406219730.9,26567774817757.0,26885067662447.3,27553074300518.1,27727915136150.2,28477705979423.9,28619219737967.9,28753992314814.8,29967010953488.4,29715926065843.6,29034277804232.8,27947876365740.7,27628373185185.2,24897503171717.2,25736582971193.4,25515385773648.6,26302430774907.8,25245693378125.0,27105199633986.9,25512049483974.4,26390395713527.9,26306740400000.0,25211086952941.2,26249347400000.0
23676308045283.0,24106181112149.5,23290187293680.3,25485584412621.4,24357602349775.8,26680272651452.3,26220014483471.1,26965551780669.1,26696775389285.7,28011188609442.1,28354135940000.0,27799703571428.6,27525483661538.5,28673977204301.1,27918379506383.0,28656915325301.2,26519780527426.2,27225756111111.1,27897656581481.5,25926904245791.2,26795325172839.5,26443227763076.9,25142305370253.2,24638968431250.0,22657647388998.0
26825520261146.5,26620988122641.5,24993932300751.9,25726013250000.0,25461646440860.2,26161405066666.7,25799859111702.1,25384403874074.1,25429823207407.4,26678457858024.7,27280729623456.8,29766886201058.2,28779432968254.0,28128545728395.1,28086008152777.8,26578132126984.1,26233702908713.7,25933950604938.3,26526318930107.5,26593756264840.2,27461522644628.1,26490928004048.6,25059244000000.0,24813368356037.2,24319467186206.9
25050812655660.4,25627234400000.0,26085181009389.7,26651659527196.7,26898287268656.7,27395862452229.3,27570439880000.0,28658125097378.3,28590820692946.1,27680805314814.8,27784546070247.9,28184260055762.1,27456632911111.1,27488507585185.2,27926013566265.1,26869670026087.0,27182374122950.8,26467987373134.3,26321789264957.3,26940929620817.8,26873686098305.1,26144145673410.4,25735349475644.7,25795397775413.7,23648557296296.3
26602559000000.0,26397248819727.9,26587716654135.3,27902425813953.5,27115497207468.9,26584558702127.7,25682189441860.5,27089636028806.6,27107785337254.9,28682866321739.1,28876617820276.5,31045110425120.8,30415946136612.0,28208717147058.8,28328948606481.5,28255154013888.9,26963615592592.6,27288887818518.5,26436955412639.4,28445656312727.3,27083745712121.2,27313433380952.4,27494855575539.6,26488464968397.3,26516295214642.3
24353317855072.5,25234553271477.7,25273482707113.0,25383585591666.7,26259661920833.3,27284701802083.3,27396071148594.4,26811970673553.7,26521427572016.5,27794767354838.7,29231886153594.8,27281730879365.1,27784853582010.6,28002584190082.6,27134499592592.6,26157478259259.3,27488699953703.7,27118237823045.3,27912314781395.3,27794238367768.6,27883297359259.3,27514754263157.9,26883624637931.0,26160188235294.1,25637036227822.6
24563428961832.1,25318970478260.9,25478587450617.3,25835710347826.1,26377900588235.3,25408404333333.3,26823087896296.3,27064519745098.0,26800154085427.1,26168786765957.4,28249995474074.1,29112122354497.4,28449124137566.1,28324367230452.7,28113928969135.8,26688764705882.4,26452754839506.2,25881167758139.5,25834372364486.0,26530636037037.0,26201189064814.8,26918149298507.5,25811381394618.8,25046017692934.8,24868701262054.5
26153792823308.3,25697918005464.5,26917715070038.9,27247427383064.5,27847817761904.8,28168838312757.2,28137245436170.2,28027820752066.1,28154615753846.2,30068501826666.7,29293416152777.8,28247799067164.2,27816468730158.7,27071334344444.4,26898667663594.5,27926469140625.0,26760756218649.5,26428643696296.3,26227717636363.6,25571588848765.4,26275058842281.9,24698730969040.2,25970000048710.6,24220965829039.8,23670443407176.3
25879448373444.0,26600909786610.9,26197542829875.5,25563076730337.1,27400243079584.8,26886181358871.0,27790016279069.8,28853773520362.0,28228241037931.0,28873287830578.5,30434502722007.7,29508014640522.9,27281263183673.5,27153732497942.4,25968924612546.1,26625533174074.1,25510914263374.5,25531690596707.8,26080227922558.9,26708608745967.7,25499376314705.9,24625221679245.3,25187248376947.0,25068262871186.4,24967132724890.8
26793407805907.2,26214412572614.1,26454993106383.0,27162586469767.4,28298252546296.3,27966488069518.7,28069801479069.8,28125082652406.4,27388038749034.8,28425115577092.5,28644956991803.3,25188973772486.8,27500769478723.4,26128763696296.3,28237652648760.3,27920706732718.9,28233447731405.0,27516570939189.2,27172949950413.2,27526928492592.6,28381979650557.6,27186465275541.8,27491616345108.7,26531601724137.9,25804360405228.8
25948351516746.4,26279043415094.3,26958516106250.0,26699555846560.8,26975899614973.3,26273432930851.1,26302624138888.9,25293444317708.3,26724162666666.7,26876925055762.1,28017633493087.6,29126759455555.6,29315471557620.8,29465660585858.6,28678253059259.3,27846350192622.9,28387146277602.5,26968536981949.5,27298417459930.3,27255582521084.3,26445706047297.3,27315786965333.3,27493803346883.5,26437274566820.3,26438030390048.2
25744294086124.4,26440717849624.1,27003454203319.5,28084368358974.4,26650348338403.0,26777034436842.1,27812374003731.3,27453216474418.6,28038843953703.7,28658230722222.2,28954257423280.4,29599500502242.2,28644069200000.0,27256275510288.1,26393649851851.9,25208208415637.9,25280687548000.0,24264835133079.8,25467142282511.2,26023325387301.6,24142994348547.7,25039711283950.6,24155839705714.3,23886372706552.7,23433891757009.3
26054750166666.7,26326233108614.2,26228673759336.1,27263405912500.0,27100523921810.7,27364294200000.0,27707207806691.4,27537100676348.5,28717625248148.1,28661191025925.9,30676499486111.1,29336537462963.0,27513203032407.4,27200503439814.8,27037500274074.1,25855182786008.2,25614154975308.6,25266531666666.7,25915719252669.0,24699990852713.2,26512616216216.2,25436030083636.4,25400602976027.4,24033794990566.0,23694575887832.7
25171983112782.0,24966921775401.1,25452390181372.6,24830867315555.6,26321526691666.7,26577152108333.3,26549725730158.7,28155798851851.9,27405877759336.1,28361736061728.4,29029990464684.0,29624971170212.8,30215339018604.7,28914300222826.1,26412522467336.7,26624439644628.1,26407726185567.0,26720680365461.8,27012901250000.0,26468935558139.5,27199837548192.8,27803102612782.0,26526761142156.9,25641329142857.1,25162913499220.0
25352114572973.0,26298216383647.8,26857304397849.5,26777062214953.3,27042348251162.8,27729780666666.7,27502095359788.4,27894237500000.0,29046854734042.6,28846466587301.6,28421284972222.2,28378389957894.7,26061959731481.5,29124754393518.5,28159554040740.7,29026492526749.0,27811278868421.1,27126952903345.7,27649185731428.6,27678585673139.2,26697959814126.4,27640513358885.0,26942494015584.4,27541871745495.5,26842842155143.3
25786438945606.7,26550714846938.8,25985957000000.0,27446329327137.5,28058506008368.2,27456916264462.8,27838031045643.2,25895436280991.7,26804854679054.1,29084082276315.8,28448300736842.1,30512494063063.1,28381806716101.7,28382051902777.8,27543732640740.7,26820773606060.6,25962237082644.6,25592264500000.0,27284219755760.4,27862268111111.1,27378410476851.9,27570922505434.8,28506665156716.4,28319588803468.2,27589919365344.5
26725871541666.7,26566389867219.9,27845102325471.7,29353802221649.5,28310154405797.1,28710810186915.9,27704518923357.7,28986770987234.0,29543268952381.0,29180712105820.1,29098893042553.2,29557744049382.7,28018418856481.5,27109990669724.8,25046263122222.2,26013442474074.1,25476055009852.2,25095156003558.7,25821070527777.8,25196095025974.0,25358078562111.8,26764233019607.8,24438340856749.3,23580552722222.2,23235673617187.5
25260039236559.1,24691221200000.0,25172558164319.2,26147510051401.9,25688431793388.4,26034162171314.7,28578647452054.8,27483832804347.8,27823306588477.4,28526356622222.2,28514309399177.0,29696186564885.5,28154424843373.5,26974036958677.7,26673742835390.9,26295697559259.3,25696019548148.1,26331238884488.4,26847547528985.5,26631191254794.5,26751214222222.2,26672217962963.0,25359849365000.0,25509431615894.0,26256597595155.7
