N1_Ori,N2_Ori,N3_Ori,N4_Ori,N5_Ori,N6_Ori,N7_Ori,N8_Ori,N9_Ori,N10_Ori,N11_Ori,N12_Ori,N13_Ori,N14_Ori,N15_Ori,N16_Ori,N17_Ori,N18_Ori,N19_Ori,N20_Ori,N21_Ori,N22_Ori,N23_Ori,N24_Ori,N25_Ori
3.627581464864866e+18,3.649287827814571e+18,3.640367497409327e+18,3.7820273962264136e+18,3.8251123503184696e+18,3.954537169811321e+18,4.053831445859871e+18,4.1714177014925373e+18,4.260442416216213e+18,4.254079985915493e+18,4.2798867591836733e+18,3.9776854662576696e+18,4.331079354679801e+18,4.090524323232321e+18,4.120173851648351e+18,4.1834048348214303e+18,4.212420674311928e+18,4.010408955e+18,4.084859056e+18,4.053384218253969e+18,4.224047579185519e+18,4.12366271875e+18,4.000224717299576e+18,3.933466326647568e+18,3.56242940345369e+18
3.5779488166666665e+18,3.6625504114285696e+18,3.7466083202247183e+18,3.8148134482758625e+18,3.832145812182743e+18,3.6914652777777766e+18,3.9669751288343567e+18,4.160551836477988e+18,4.18184207e+18,4.20301300625e+18,4.1714141125e+18,4.2512343785310735e+18,4.027586348066298e+18,4.070562900990101e+18,4.2609394318181786e+18,4.0996727607361966e+18,4.1377827872340424e+18,4.178222887029288e+18,4.014186165745856e+18,4.17155313125e+18,4.198796801980197e+18,4.147886082987553e+18,4.0089687649402394e+18,3.80424975e+18,3.506500974774774e+18
3.588878081761008e+18,3.60688501058201e+18,3.666153816091952e+18,3.76035399441341e+18,3.832749992753623e+18,3.939665209401707e+18,4.1065519629629635e+18,4.1552798360655734e+18,4.2309006256157614e+18,4.224235519607842e+18,4.2208769875e+18,4.245960688888889e+18,4.1898592167832166e+18,4.218737566210044e+18,4.266928276595744e+18,4.245896595628416e+18,4.049676195454547e+18,4.2227165125e+18,4.164874565e+18,4.20096235e+18,4.195664567567568e+18,4.153851131979695e+18,4.0466103501805066e+18,3.828057326984125e+18,3.452216846518988e+18
3.517145064516129e+18,3.5444564610778445e+18,3.69971770212766e+18,3.7162816704545454e+18,3.8061115454545454e+18,4.027069896551723e+18,4.0856545083798886e+18,4.1731047202797184e+18,4.232011049429659e+18,4.269798877300612e+18,4.0720277536945807e+18,4.2309500478723384e+18,4.0819082413793096e+18,4.325404137254902e+18,4.052935511013217e+18,3.985388971428572e+18,4.2138598904109583e+18,4.1225329382716063e+18,4.1031978009950234e+18,4.161165126086953e+18,4.085312040816327e+18,4.104850768595041e+18,4.004574763406946e+18,3.797434165745857e+18,3.5140436047244093e+18
3.6777983028571433e+18,3.63007022556391e+18,3.7144601818181816e+18,3.880323690647481e+18,3.843255255102037e+18,3.958454408759125e+18,4.075774785e+18,4.268321064516128e+18,4.1986920272108815e+18,4.25333767065868e+18,4.197817722826088e+18,3.9314469571428567e+18,3.982388651685392e+18,4.2835031988950287e+18,4.06234585945946e+18,4.128016038674032e+18,4.056022640909092e+18,4.163695109677419e+18,4.044042970149252e+18,3.9575912645739863e+18,4.14821366e+18,4.131756583969465e+18,4.046501976744185e+18,3.7358288679245266e+18,3.5583824832116767e+18
3.600481492462312e+18,3.569736172413792e+18,3.737096122448981e+18,3.7790353043478246e+18,3.9309576397058816e+18,3.951200544303796e+18,4.1327967446808494e+18,4.1981406879432617e+18,4.144892907514452e+18,4.030343747747749e+18,4.232333311475408e+18,4.171036067961165e+18,4.1191420416666655e+18,4.200348488584476e+18,4.0807938613861386e+18,4.105483193548389e+18,4.1149997661691546e+18,4.1386877578124974e+18,3.936367123376623e+18,4.207784e+18,4.15816425e+18,4.072680635869565e+18,3.9863359581395343e+18,3.8351976199262e+18,3.47431175e+18
3.5411157086092703e+18,3.5710080529801324e+18,3.7624729438775526e+18,3.7408660431034465e+18,3.9318320355329946e+18,3.984034708860759e+18,4.1107889691358013e+18,4.193882338308456e+18,4.243374232394365e+18,4.297659994505496e+18,4.2366424467005087e+18,4.057940055555556e+18,4.2056829875e+18,4.184559043165468e+18,4.229429186335405e+18,4.2127631111111086e+18,4.182345165745856e+18,4.219074443438911e+18,4.1540877363184087e+18,4.2708839889502735e+18,4.1974462153846154e+18,4.13262113861386e+18,4.0153905063694254e+18,3.7940020247677993e+18,3.480576821022726e+18
3.611690215384616e+18,3.509321274336283e+18,3.7182297385321103e+18,3.6949633135593216e+18,3.8490358367346954e+18,3.994869101010104e+18,4.1288118e+18,4.190261179104479e+18,4.272636339506173e+18,3.966055447204969e+18,4.2822734846938783e+18,4.1056950967741926e+18,4.0862707318435753e+18,4.1583627142857155e+18,4.194869694610775e+18,4.16590436e+18,4.151403570135745e+18,4.182805375e+18,4.132215847926268e+18,4.164240107883816e+18,4.1199835e+18,4.0759776146179384e+18,4.0024991645962726e+18,3.727250887538e+18,3.5167570485714304e+18
3.6573596632653056e+18,3.557484673684208e+18,3.7468570114285727e+18,3.76467811734694e+18,3.8720166280487793e+18,3.9341506130434806e+18,4.111387685082872e+18,4.161535985148514e+18,4.1566018508287293e+18,4.211428348039216e+18,4.280637109890109e+18,4.2983866894409943e+18,4.124004170212767e+18,4.086731656108598e+18,4.119652266666668e+18,4.10980595625e+18,4.1978772318181827e+18,4.0147749060773494e+18,4.13760981875e+18,3.9600663e+18,4.1676754136363674e+18,4.071777039800993e+18,4.01885944827586e+18,3.865957763754044e+18,3.502345020992367e+18
3.5089048453608253e+18,3.584691152866242e+18,3.6243996637931034e+18,3.813089177215189e+18,3.8625332905982904e+18,4.018637161616162e+18,4.093593576642335e+18,4.182504123456791e+18,4.0247264436619704e+18,4.261321801724136e+18,4.2261511372549023e+18,4.246741608695653e+18,4.2748752887323935e+18,4.1798643879310326e+18,4.176518537688442e+18,4.57085983e+18,4.0646790125e+18,4.129799127272727e+18,4.139714159509203e+18,3.9524182714285727e+18,4.14095375e+18,4.1587028235294095e+18,3.9625705930735913e+18,3.78729713106796e+18,3.5255424873786486e+18
3.524311816901408e+18,3.666658310344826e+18,3.5519252e+18,3.8082194751773056e+18,3.7920431193181834e+18,3.923950525821595e+18,4.114967609929081e+18,4.1921171089108936e+18,4.26896640883978e+18,4.2717154835164846e+18,4.128020632231403e+18,4.207437153846156e+18,4.142982776119404e+18,4.2331682642276393e+18,4.1514929e+18,4.0009945726141097e+18,4.157615239819e+18,4.163457078125e+18,4.138188676855891e+18,4.151471307984791e+18,4.2087414663677097e+18,4.134373475083058e+18,3.9425936145454536e+18,3.750899042895445e+18,3.4854849922958367e+18
3.406710922413794e+18,3.6515119936305736e+18,3.623889508571426e+18,3.7837642416666655e+18,3.8442260967741967e+18,4.0417272962962944e+18,4.0608106898395704e+18,4.1216565625e+18,4.190229794326242e+18,4.117124657777776e+18,4.2506309256198354e+18,4.38970535e+18,4.17829987777778e+18,4.231998525252524e+18,4.1538788655462175e+18,4.368895088888889e+18,4.3057972839506166e+18,4.220937534246575e+18,4.184888598173514e+18,4.10811285e+18,4.1229984454545454e+18,4.152022611538464e+18,4.02420067845659e+18,3.8066496104294497e+18,3.5452588957415537e+18
3.647654891752575e+18,3.689732695876289e+18,3.868259618705037e+18,3.8127971932773105e+18,3.8761289378531087e+18,4.033235649532708e+18,4.0917424802259886e+18,4.1977713191489377e+18,4.253137818181817e+18,4.2610307412587407e+18,4.186060013574659e+18,4.2391932950819656e+18,4.2465686335403694e+18,4.387806552529183e+18,4.0488914817073167e+18,4.138443393258424e+18,4.1434666926605455e+18,4.181622517985612e+18,4.0684141477832504e+18,4.156190087136932e+18,4.0643901229508234e+18,4.123347036036036e+18,4.0511576e+18,3.8172896434782577e+18,3.551412719038816e+18
3.4981280172413783e+18,3.6773845423728814e+18,3.663773286764705e+18,3.6713557070707087e+18,3.828664264705884e+18,3.9425917272727286e+18,4.1034202704918016e+18,4.212724178571429e+18,4.2066354752475233e+18,4.2314910349650335e+18,4.4025610892857134e+18,4.051094e+18,4.272494673758865e+18,4.305568622950818e+18,4.1011229848484864e+18,4.2275838416666655e+18,4.139865503597121e+18,4.129885977375565e+18,4.23531063125e+18,4.1577882142857134e+18,4.118726880434783e+18,4.136232205882352e+18,4.047791451882849e+18,3.85881321686747e+18,3.511469513409965e+18
3.591804606557377e+18,3.5049793861386143e+18,3.6968191369047613e+18,3.834197470238096e+18,3.7463522921348326e+18,4.0292825423728814e+18,3.9708345252525256e+18,4.227690851648352e+18,4.244855197183097e+18,4.294350699507389e+18,4.2544818732394383e+18,4.1846768956043935e+18,4.188558375e+18,4.1857115094339645e+18,4.1911764009009024e+18,4.071895385e+18,4.10789877987421e+18,4.2392258009950254e+18,4.206755045662103e+18,4.263610307692309e+18,4.18373046511628e+18,4.0673416509090913e+18,4.015458661184211e+18,3.75289524404762e+18,3.4722514767441925e+18
3.500392830985916e+18,3.53624871875e+18,3.655818012738852e+18,3.732056363636365e+18,3.761572514450867e+18,3.9007663163841766e+18,4.089774552511416e+18,4.180158054878049e+18,4.231353447154472e+18,4.287776316770189e+18,4.255721445544556e+18,4.250870452282156e+18,4.200290517482519e+18,4.192166686567165e+18,4.246696e+18,4.4117080621118e+18,3.9409692636815913e+18,4.16458524025974e+18,4.011021114130436e+18,4.148662285067876e+18,4.1613185592417085e+18,4.0573000257731927e+18,4.001021507299271e+18,3.8538964709897615e+18,3.5490294161849754e+18
3.796703928994082e+18,3.6315267391304335e+18,3.770376557971016e+18,3.873601375634519e+18,3.8218587032258074e+18,4.011998433121018e+18,4.097308303370786e+18,4.357713693181817e+18,4.226650646706588e+18,4.224102895604397e+18,4.250998446808511e+18,4.258701145e+18,4.195994363128495e+18,4.23418434710744e+18,4.186774345e+18,4.276377031446538e+18,4.076809484472051e+18,3.95147872e+18,4.0494823212669686e+18,4.0843040274725263e+18,4.126509455e+18,4.1372526441441454e+18,4.00266016929134e+18,3.9242056132596654e+18,3.53500388538682e+18
3.5412495808823537e+18,3.67244441401274e+18,3.690645267973857e+18,3.7942815142857134e+18,3.909692010101013e+18,3.8490240298507474e+18,4.124059043956042e+18,4.224686751381214e+18,4.2959516585365857e+18,4.20900424e+18,4.195407033057852e+18,4.274597509009012e+18,4.237966795348836e+18,3.9619636818181816e+18,4.2636435454545464e+18,3.9440816680497935e+18,4.265699022624431e+18,4.0556753835616415e+18,4.0862752579185526e+18,4.184742420792078e+18,4.2042149610894935e+18,4.130957801393727e+18,4.057073488215485e+18,3.78407345846154e+18,3.5379071246376765e+18
3.6374519025974047e+18,3.55224822631579e+18,3.639825023121387e+18,3.7984843932584274e+18,3.7879141836734705e+18,3.93025962755102e+18,4.023756007299268e+18,4.240921145833334e+18,4.234924529702968e+18,4.2309913901098895e+18,4.1791988028169006e+18,4.1277773728813537e+18,4.0675124113475174e+18,4.047972775e+18,4.2778775841584143e+18,4.10450495e+18,4.182890815e+18,4.097157463687151e+18,4.2100377871287137e+18,4.268237334951454e+18,4.123771669491528e+18,4.151716195121951e+18,4.029869498069497e+18,3.80920332e+18,3.505925448598131e+18
3.58026032e+18,3.5723072138728325e+18,3.6993427076923075e+18,3.7606872043795615e+18,3.872373995024875e+18,3.863853070270269e+18,4.189311816568048e+18,4.186767138121548e+18,4.25820881862745e+18,4.221588719780221e+18,4.262382700892857e+18,4.210393e+18,4.208359968181817e+18,4.1449887638190966e+18,4.2610411202531656e+18,3.985413172222222e+18,4.11772557e+18,4.146548683333331e+18,4.16554574e+18,4.125012291457284e+18,4.117759752475247e+18,4.1275027662835256e+18,3.8905928461538473e+18,3.733253270096461e+18,3.581732966244728e+18
3.7258737921348326e+18,3.6059640248447206e+18,3.822442120481928e+18,3.840306037735851e+18,3.783038578947368e+18,3.980494887850466e+18,4.152070088235296e+18,4.2309164821428577e+18,4.2205497e+18,4.25128974380165e+18,4.2584806740331505e+18,4.08720879375e+18,4.3094222543352607e+18,4.124094106508874e+18,4.1987418847926246e+18,4.3704880136986337e+18,3.982676718446599e+18,3.973658710900477e+18,4.1299674186046525e+18,4.160775600823044e+18,4.171132566666667e+18,4.12538575e+18,3.9547745671641774e+18,3.800531018018017e+18,3.5478714741379313e+18
3.550507950704225e+18,3.511961969465648e+18,3.713537025477709e+18,3.823971335714284e+18,3.8486583389830513e+18,4.025923020134228e+18,3.99754525e+18,4.212019057142858e+18,4.257596927272728e+18,4.257101007042253e+18,4.274570577235773e+18,4.216666e+18,4.152345022058824e+18,4.199075312101908e+18,4.188801402010048e+18,4.0707841134453775e+18,4.0042163266331674e+18,4.1887233266331663e+18,4.174026651376144e+18,4.229636063063064e+18,4.265282297188757e+18,4.162055644531248e+18,4.0442142310469304e+18,3.8464821733668326e+18,3.4018440368731556e+18
3.541468810457517e+18,3.631124194312795e+18,3.7786512088607606e+18,3.721431754189946e+18,3.82864134920635e+18,3.890192383458648e+18,4.0727802673267313e+18,4.1999099748743726e+18,4.21996741875e+18,4.2344074285714273e+18,4.2170358875e+18,4.208191214611874e+18,4.082594953974896e+18,4.0750114e+18,4.091735989898988e+18,4.0764206878980895e+18,4.044563631284916e+18,4.209750419087137e+18,4.155356242236024e+18,4.18706109929078e+18,4.146984493212669e+18,4.10181009195402e+18,4.034061453389832e+18,3.818574070247933e+18,3.476937376199613e+18
3.5002741666666655e+18,3.6006576666666685e+18,3.7607848934911263e+18,3.6629323566433567e+18,3.82770063276836e+18,4.0500955052631593e+18,3.9759613972602726e+18,4.185674851648354e+18,4.21053835359116e+18,4.1078917092198574e+18,4.131431565e+18,4.2612121914893614e+18,4.2198073591549286e+18,4.159495364864866e+18,4.116825153846154e+18,4.2190843e+18,4.09762054494382e+18,4.060473915966387e+18,4.13198345054945e+18,4.164158985148513e+18,4.1375264160305326e+18,4.1007950447761193e+18,4.006594579439253e+18,3.822216946107788e+18,3.551419333798879e+18
3.68421205732484e+18,3.774207072625698e+18,3.7762992605042017e+18,3.863334514767932e+18,3.9109743469387766e+18,3.9224262900432886e+18,4.1615147747252736e+18,4.163715933333336e+18,4.2664398530612224e+18,4.2769265e+18,4.137756071748878e+18,4.2258787044334966e+18,4.1736969725274726e+18,4.2563781977401103e+18,4.160973075e+18,4.0464427397260273e+18,3.9411197168949775e+18,3.8857008066298337e+18,4.1120423011583007e+18,4.130829354609927e+18,4.172464873626372e+18,4.145023949771693e+18,4.001525261818179e+18,3.93319381690141e+18,3.5327961785195955e+18
3.483078963235294e+18,3.503590762962963e+18,3.6555558814814817e+18,3.777588059322031e+18,3.947977587570621e+18,3.964990706896552e+18,4.166214291925464e+18,4.1411177446808494e+18,4.104619952380952e+18,4.146672833333329e+18,4.09165829787234e+18,4.2540825630252093e+18,4.179038424050634e+18,4.156326e+18,4.278940149068322e+18,4.1359481729729736e+18,4.192508213017752e+18,4.046035507537687e+18,4.0059464822335017e+18,4.13672446e+18,4.2481016828193833e+18,4.070902729957807e+18,3.9655195078125015e+18,3.793463150170645e+18,3.362935637480798e+18
3.603371770370369e+18,3.622446331578948e+18,3.679354529032257e+18,3.80122655e+18,3.7980257489361695e+18,3.8879278947368417e+18,4.14732311353712e+18,4.2197996666666655e+18,4.2409357394366177e+18,4.206185225e+18,4.239523901408452e+18,4.097445200913244e+18,4.0137588787878815e+18,4.1127037428571423e+18,4.241342215246637e+18,4.3261138282208584e+18,4.13195508695652e+18,4.1514121846153846e+18,4.22095745728643e+18,4.193497778571428e+18,4.14254765e+18,4.096681825622776e+18,3.9740695503875994e+18,3.8051102177419366e+18,3.5066619694244567e+18
3.49340140625e+18,3.5155351827957e+18,3.721119717391304e+18,3.7922414316546755e+18,3.7928173096774205e+18,3.9253152742857134e+18,4.1203377582417536e+18,4.067510911504427e+18,4.277895495192308e+18,4.1284613239436626e+18,4.256389527472528e+18,4.3167693631284895e+18,4.1286289746835425e+18,4.0060580684931497e+18,4.2287192805429857e+18,4.1163050607734815e+18,4.1127574791666703e+18,4.1065982893401016e+18,4.193864127853885e+18,4.1429128868778286e+18,4.1590512988505754e+18,4.051367162878788e+18,4.022473639871383e+18,3.938700793209877e+18,3.561272366515836e+18
3.6916900276497695e+18,3.7447500420168064e+18,3.725815062857144e+18,3.809469358490567e+18,3.937855806722687e+18,4.0050159261363615e+18,4.068006316239315e+18,4.213315747252748e+18,4.187167155913978e+18,4.046994602836878e+18,4.311738599009903e+18,4.18935875e+18,4.2129055283018895e+18,4.1550243206521754e+18,4.0336456125e+18,4.5653466192893394e+18,4.1514557414634153e+18,4.109052661111112e+18,4.0179169375e+18,4.2169434823529426e+18,4.10950134334764e+18,4.1654623568464737e+18,4.001197868589743e+18,3.8351364650537626e+18,3.5208456112852685e+18
3.46867725510204e+18,3.530597111111112e+18,3.7795700956521754e+18,3.7598637272727265e+18,3.931689305084746e+18,3.959781877551023e+18,4.143738775280896e+18,4.1957208723404257e+18,4.1296270707070694e+18,4.117287883977901e+18,4.0768401125e+18,4.1632269547738706e+18,4.2870078877005327e+18,4.0999300869565215e+18,4.082411018939396e+18,4.153491439490445e+18,4.1669864569536415e+18,4.0113339317269064e+18,4.1896589861111137e+18,4.0506911931034486e+18,4.103049312217192e+18,4.135962309417043e+18,4.024511251046026e+18,3.872500433333333e+18,3.420000105751391e+18
3.481856322274882e+18,3.498737611842107e+18,3.61542628358209e+18,3.7126730691244227e+18,3.728994577586207e+18,3.957603144444447e+18,4.1086330109890094e+18,4.183534338028168e+18,4.1751593333333335e+18,4.227146561151081e+18,4.2479759691357993e+18,4.1563175106382986e+18,3.98769775e+18,4.076871464516127e+18,3.9986818238993695e+18,4.047256603686635e+18,4.117606036496352e+18,4.137916798882682e+18,4.2377318699551585e+18,4.1965337583333315e+18,4.0710407734806615e+18,4.1368970403225825e+18,3.9811895927419366e+18,3.727447863753216e+18,3.487943382267437e+18
3.4915695e+18,3.505203322751323e+18,3.6579450894736855e+18,3.874518592e+18,3.875338521367524e+18,3.850740106666668e+18,4.1452278878923776e+18,4.197944154545453e+18,3.960772638036812e+18,4.2528961287878784e+18,4.17889269879518e+18,4.179850754166668e+18,4.28512183152174e+18,3.97513201724138e+18,3.97922265e+18,4.183597138121546e+18,4.070862834170856e+18,4.145646840637452e+18,4.0650741717171697e+18,4.120107679611651e+18,4.0663733360323886e+18,4.063886275e+18,3.922598681063123e+18,3.7921143168316826e+18,3.5280939971223014e+18
3.599686429629631e+18,3.6841424792626734e+18,3.7305364352331607e+18,3.848340292817681e+18,3.8483557641025623e+18,4.044358857142858e+18,4.029135601895736e+18,4.270007021978021e+18,4.2396436666666655e+18,4.185160477832512e+18,4.239250991666668e+18,4.261546090909087e+18,4.117940239726028e+18,4.0676331731843594e+18,4.127168425e+18,4.1066096540880497e+18,4.2465562158273377e+18,4.11071566875e+18,4.2935863490566006e+18,4.147215835497835e+18,4.091596183333335e+18,4.1100920177305006e+18,3.9789476880733937e+18,3.8517480282131697e+18,3.5511649173166956e+18
3.4608361988304087e+18,3.5041047789473674e+18,3.700343148571429e+18,3.855920025477708e+18,3.832995031914894e+18,4.143724717821783e+18,3.9429207105263165e+18,4.1889308895027615e+18,4.28094211409396e+18,3.932385011111111e+18,4.206767565714287e+18,4.150083366666668e+18,4.002988963235294e+18,4.171821700564972e+18,3.908985741666667e+18,4.105727045197739e+18,4.0453856163522e+18,4.012764440677966e+18,4.212686135678392e+18,4.157594024875621e+18,4.098477172131148e+18,4.1791324733727826e+18,4.100772219730941e+18,3.83647341433022e+18,3.441477545833334e+18
3.5297918322580644e+18,3.5150803040935654e+18,3.604470754838712e+18,3.7000612374100705e+18,3.761435933333335e+18,3.9012060729926994e+18,4.0489486e+18,4.2157517857142845e+18,4.2043259162561577e+18,4.219046994535521e+18,4.277469915422888e+18,4.1427961978022006e+18,4.154429662921348e+18,4.114324470046081e+18,3.96297266e+18,4.0771183654822313e+18,4.2134378067632814e+18,4.078894047210301e+18,4.155992384615384e+18,4.1481262272727265e+18,4.1273116963696384e+18,4.1146354605809126e+18,3.994773570397113e+18,3.802796022875813e+18,3.448449557610242e+18
3.540522411764705e+18,3.525754491228069e+18,3.612752583333335e+18,3.7834212569832417e+18,3.802061544041449e+18,3.942605094202901e+18,4.0684770909090903e+18,4.2353738292682906e+18,4.1468588347107446e+18,4.15501561881188e+18,4.1895503380281687e+18,4.1769037231638385e+18,4.1104005112359526e+18,4.00879572e+18,4.087381774193548e+18,3.9424259685863875e+18,4.006984837837837e+18,4.0139821965812e+18,4.1956946e+18,4.2669510528634353e+18,4.1433252323651425e+18,4.225641465201465e+18,4.00458695439739e+18,3.9337908526011535e+18,3.5398743078034647e+18
3.568978868995634e+18,3.6552652088607606e+18,3.722232363636364e+18,3.808079385e+18,3.904034766666669e+18,3.969334142857145e+18,4.107565111111112e+18,4.2408375506607913e+18,4.269162967213116e+18,3.902645460396039e+18,4.268979304932733e+18,4.1921630857142845e+18,4.1307072032085565e+18,4.1193519592760177e+18,4.1340486980198026e+18,4.0837887523364495e+18,4.114501005319148e+18,4.2840526727272735e+18,4.130549330508476e+18,4.0758866309523794e+18,4.2482659226190495e+18,4.127513662100456e+18,4.137772763888888e+18,3.7517918458498017e+18,3.4826581877550986e+18
3.435256356164383e+18,3.506037684210527e+18,3.6549762820512814e+18,3.8063576050955423e+18,3.7774543052631567e+18,4.0014220291970806e+18,4.142671991666664e+18,4.2085552673267343e+18,4.005669809917356e+18,4.045399717171719e+18,4.093379163120569e+18,4.087816970802921e+18,4.00620019375e+18,4.011316350364964e+18,4.2096294367088594e+18,3.9682128248175176e+18,4.1495410056179784e+18,4.2127685828571407e+18,4.110308355421684e+18,4.141812221428571e+18,4.151733655e+18,4.204131776699031e+18,3.967136758474574e+18,3.755582794676808e+18,3.505933250509168e+18
3.580134385185185e+18,3.5628636170212777e+18,3.644772540372669e+18,3.829381893081759e+18,3.760920186440677e+18,3.9942198879310326e+18,4.0664312878787866e+18,4.17736746961326e+18,4.238744410891092e+18,3.9482469e+18,4.1496615035461e+18,4.079099375e+18,4.003636282485872e+18,4.0145469615384607e+18,3.93688075e+18,4.089617540816324e+18,4.085620913705583e+18,4.196164099585064e+18,4.2832950663900426e+18,4.050628198347108e+18,4.157323514851484e+18,4.06339983524904e+18,4.0216500874524713e+18,3.8388550521472394e+18,3.428513179231859e+18
3.660574293193716e+18,3.623199948453608e+18,3.7046848914285686e+18,3.763261669724772e+18,3.7523275197368417e+18,3.917732842639592e+18,4.106966301507539e+18,4.144647e+18,4.1700457635468e+18,4.1328066e+18,4.2992965465116273e+18,4.168889532663316e+18,4.2907433734177234e+18,4.1728333459119473e+18,3.9732137921348337e+18,4.3350335345911936e+18,4.313791083333333e+18,4.1816993781094543e+18,4.083499013888886e+18,4.1160024946236544e+18,4.174568894444447e+18,4.153779942148759e+18,4.0529008814814833e+18,3.822832739549837e+18,3.4693328614864886e+18
3.493218409356724e+18,3.577301258373201e+18,3.737005616504855e+18,3.7738302375e+18,3.865354157360405e+18,3.8902055202312136e+18,4.0429146769230766e+18,4.2622918131868114e+18,4.2844822919254656e+18,4.142435421383647e+18,4.296642368715084e+18,4.221837033149172e+18,4.168932084269664e+18,4.240425022598871e+18,4.05752448e+18,4.068579821428572e+18,4.0133751140939617e+18,4.0402570748299325e+18,4.282686234636871e+18,4.138040536363641e+18,4.042978206611571e+18,4.235353235576924e+18,4.0560966859205806e+18,3.8483023615635185e+18,3.543834237942121e+18
3.6175680833333345e+18,3.5526425428571433e+18,3.6220117333333335e+18,3.735431142857142e+18,3.833546303703704e+18,4.0371383487179494e+18,3.998436813432836e+18,4.1878970666666655e+18,4.275530623595506e+18,4.279348803370788e+18,4.14993635e+18,4.1845480585106386e+18,3.962611798657718e+18,4.0222323520408166e+18,3.930765628930817e+18,4.0167290710659886e+18,4.109014255905512e+18,4.17383758685446e+18,4.157216653846156e+18,4.201937632478633e+18,4.067418460869565e+18,4.0985213472803343e+18,3.9358525719178086e+18,3.856299619186048e+18,3.5212594488078577e+18
3.581944020408164e+18,3.54058024347826e+18,3.666914e+18,3.7935523240223457e+18,3.724233484210527e+18,3.8630456567164175e+18,4.1176130803571425e+18,4.2140189859154934e+18,4.27379424390244e+18,4.2473847213930337e+18,4.220621844262296e+18,3.95994055625e+18,3.9191691594202926e+18,4.0197361011235953e+18,3.928069829896908e+18,4.0866557241379297e+18,4.1148702994350275e+18,4.00589159e+18,4.16238574033149e+18,4.1643777821782175e+18,4.1629526877076434e+18,4.106039645038171e+18,4.025039832116788e+18,3.817535473015872e+18,3.4192753978658545e+18
3.6027993145539896e+18,3.653420574193549e+18,3.6410574300518134e+18,3.7729670761421286e+18,3.7915779710982666e+18,3.935335988636364e+18,3.996574641025641e+18,4.1631461293532355e+18,4.2309005742574264e+18,4.1449404729064054e+18,4.1966256551724134e+18,4.0008574974874337e+18,4.186837806930692e+18,4.0046347283237e+18,4.0389132653061207e+18,4.2035961271186447e+18,3.8453165329949256e+18,4.3265753820754714e+18,4.032308783653845e+18,4.1732316590909087e+18,4.0574998125e+18,4.1582068011049697e+18,4.074257726890758e+18,3.906054227611938e+18,3.5087938073770486e+18
3.4744816230366495e+18,3.505067338345864e+18,3.582735298850576e+18,3.687465301724136e+18,3.75627604237288e+18,3.902724505747128e+18,4.2010906086956534e+18,4.2296020310559007e+18,4.183821361111112e+18,4.1971842677165373e+18,4.233689566666668e+18,4.139307245810056e+18,4.124098070063694e+18,4.046361930875577e+18,3.95343798089172e+18,4.090536982954547e+18,4.078317380710659e+18,4.2100382704402493e+18,4.0874902310924334e+18,4.147434878327e+18,4.1319128181818173e+18,4.1378836506024074e+18,4.078197942652329e+18,3.673073430635837e+18,3.48085541411043e+18
3.6273237422680417e+18,3.5642615606060595e+18,3.776994449541285e+18,3.708087117241378e+18,3.887661217142855e+18,3.8868210305343514e+18,4.146990807142858e+18,4.206748050505052e+18,4.2141587928571433e+18,4.19852630625e+18,4.1697246811594194e+18,4.0590713287037046e+18,3.984473426605504e+18,3.932725675e+18,4.074143944664032e+18,3.9786598280254776e+18,4.157366276381907e+18,4.1546150392857134e+18,4.142001347031963e+18,4.216382121546961e+18,4.2165935726141046e+18,4.111882049689441e+18,4.0164382681387935e+18,3.652783073333335e+18,3.526118276497697e+18
3.458762364238412e+18,3.563794383886258e+18,3.6696767806451615e+18,3.779194303030303e+18,3.901097488262912e+18,3.973654018404908e+18,4.11173450826446e+18,4.151117244755247e+18,4.174019407239821e+18,4.1438576134969303e+18,4.10531691011236e+18,4.09590822881356e+18,4.1739446666666655e+18,4.065154923809524e+18,3.930147369565218e+18,4.069744651898735e+18,4.164438989795916e+18,4.1753127127071805e+18,4.14610398453608e+18,4.1125241233480166e+18,4.1029758423236536e+18,4.111207776859504e+18,3.9641807711442806e+18,3.752945736507938e+18,3.4712131828153585e+18
3.590800189781023e+18,3.647615528301889e+18,3.80313868115942e+18,3.660348233160621e+18,3.774536574162681e+18,3.903158078125e+18,4.082735839416056e+18,4.118042546448088e+18,4.050651985714283e+18,4.075037545e+18,4.0676292372881347e+18,4.154426028089887e+18,4.1310065220588227e+18,4.2553359125e+18,4.063313574193548e+18,4.1839493693181793e+18,3.9910730740740726e+18,4.045699556179777e+18,4.1592727570621486e+18,4.066468325e+18,4.121886423076925e+18,4.134822457831324e+18,4.1135091606425697e+18,3.735099325878595e+18,3.4822888188854533e+18
3.407527921052631e+18,3.563370073619631e+18,3.565934409937887e+18,3.7635274608294953e+18,3.9182215063291136e+18,3.932548490476191e+18,4.1295001320754714e+18,4.1444481708333353e+18,4.158488206278028e+18,3.829916713414633e+18,4.1598683019801974e+18,4.2974081104972344e+18,4.023247475961537e+18,4.1324202857142897e+18,4.1757297238095273e+18,3.79766426e+18,4.2286059120879094e+18,4.173584942196532e+18,4.456082806306307e+18,4.165933096e+18,4.1572609260700375e+18,4.114718441860464e+18,3.891265892561983e+18,3.825473658263306e+18,3.429709420600859e+18
