"","N1_Ori","N1_Fit","N2_Ori","N2_Fit","N3_Ori","N3_Fit","N4_Ori","N4_Fit","N5_Ori","N5_Fit","N6_Ori","N6_Fit","N7_Ori","N7_Fit"
"94",0,0,0,0,0,0.344004475849714,1,1.20265647709359,1,1.08684419038421,0,1.47818368538025,0,0
"95",1,0,0,0,0,0,0,0.0894868456048031,0,0,0,0.131110131688663,1,0.906207450914209
"96",0,0,0,0,0,0,0,0.164942698984956,0,0,0,1.6593310008444,0,0
"97",1,1.41184921056093,0,0,0,0,0,0.259273647804815,0,0,0,0.244251377919184,0,0
"98",2,3.02452416069254,0,0,0,0.230054446034186,0,0,0,0,0,0.940251811305604,0,0
"99",0,0,0,0.149626851411455,0,0,0,0.198497401485767,1,0.636464492125295,0,1.25170253518916,0,0.123546325222678
"100",1,0.205604474685585,0,0,0,0.136800345695966,0,0.145833417740044,1,0.763474253752223,0,0.162347631073289,0,0.503493454471376
"101",0,0.228532973442789,0,0.596676449767052,0,0.100332161393507,0,0,0,0,1,2.43286052828602,0,0.578464939768722
"102",0,0.926853827153716,0,0.534195161688696,0,0.362752273315972,0,0.499516041445749,0,0.00453533235472827,0,0.821676407867273,0,0.252949025874215
"103",0,0.0609644820238449,0,0,0,0.597078896735781,0,0.422457840714774,0,0,0,0,0,0
"104",0,0,0,0.386541322106799,0,0.45366842519447,0,0.5459862452116,1,0.4656094590152,0,1.27471564615496,0,0.636036784797588
"105",3,3.19938123661729,0,0.0306149197507385,0,0,1,0.265413544385515,0,0.458042588211477,0,0,0,0.139756870668477
"106",0,0,1,0.88671453903553,0,0.176728393641249,1,1.06540882945629,0,0.191469735829156,0,0.131082701865481,0,0.351230827370848
"107",0,0,0,0,0,0.289953999350154,0,0.248138361461779,1,1.18401080340852,0,0.540186011607735,0,0
"108",1,0,0,0.174558442335375,0,0.569865642908508,0,0.22262425089227,0,0.0142285055830452,0,0.377655525310178,1,1.12374700459041
"109",0,0.0836700538205255,0,0.535640164692457,0,0.279170055965743,0,0,0,0,0,0.580282578051069,0,0
"110",1,4.10775994174279,0,0,1,1.24070556271936,0,0.107198961554197,0,0.114685280847248,0,0,0,0
"111",0,0,0,0,0,0,0,0.875279395484445,0,0.229633503579644,0,0,0,0.0573001009166588
"112",0,1.95684420727848,0,0.124297036949002,1,1.28596401213519,0,0.982993395008009,0,0,0,0.659641139034591,0,0.283087314511538
"113",0,0,0,0.324167294922528,0,0.294577222197117,0,0.584588934046971,0,0.145359241298826,0,0.833444211011859,4,2.79905653162937
"114",0,0,0,0.0407135107030347,0,0.161894114361833,0,0.757623438465151,0,0.180451776834804,1,0.346109841385124,0,0.23142995059457
"115",0,0.352156302758481,0,0.388718672161296,0,0.459858228517623,0,0.516719943775468,0,0.240490316779537,1,0.359292801103388,0,0.109038355359634
"116",0,0,0,0,0,0.0438816132017961,1,1.10824747878222,0,0,0,0.637452864521775,0,0.137815955657843
"117",0,1.68097576713698,0,0.275868203242859,0,0.233692100376824,0,0.618395296723407,0,0,1,1.95365805206813,0,0.265398700650413
"118",1,0,0,0,2,1.28041518573024,0,1.06871718869442,0,0.557340049015033,0,0.998378855779363,1,0.808221409170071
"119",1,2.08424674300184,1,0.784840481744098,0,0,0,1.74531267035894,0,0.0487340021290644,0,0.738275470910422,1,0.900484614019506
"120",0,2.47680979968393,0,0.0914615221365443,1,1.31654857622599,0,1.45550945439507,0,0.150545199543203,1,0.0240498636909322,0,0.183734874935686
"121",3,2.39727337579977,0,0.499532693694671,0,0.499495753406226,0,0.737138771251089,0,0,0,0.826864028910543,0,0.289737906072535
"122",1,1.5877951719089,1,0.8345498224241,1,0.936445366983248,0,1.17238255238156,0,0.0304685461400781,0,0,0,0.556636194639089
"123",2,2.37705429949375,0,0,0,0.449985141106928,0,1.87149559177081,0,0.106561018768942,1,0.364851009978785,0,0.620254277297825
"124",1,0,0,0.396678530419678,0,0,0,0.997537649943309,0,0,0,0,0,0.605550271877272
"125",1,2.61648444392056,0,0.278215150230384,2,2.16997766117224,0,0.724624121528709,1,1.00036520656439,1,1.42327166078152,1,1.37557780841057
"126",0,0,0,0,0,0.0330620510574269,0,1.12681633288422,0,0.267180973765385,1,0.849970247547917,0,0
"127",2,1.38265230081423,0,0.310348965946659,0,0.00557000199046037,0,0.623428633913899,0,0,0,1.25312632337919,0,0.514328899043555
"128",1,1.72686991766925,1,0.841538640309647,0,0,0,0.992162341064288,0,0.244513567165822,0,1.16526791536275,0,0.539006604166722
"129",1,0,0,0,0,0.0608683614659993,0,1.71074245708117,1,0.600703976517735,0,1.33614298937445,0,0.40263181095557
"130",0,0.376297279853952,0,0.199939584568287,0,0.481179154715761,0,1.22426864558107,0,0,0,0.786160579588049,0,0.32449029906633
"131",1,0.346633347281967,0,0.279784948704778,0,0.122665914455795,0,1.25706352694498,1,0.549380269714026,0,1.22231172588454,0,1.05869681257294
"132",1,0.918488355526073,1,1.15208156006327,0,0,0,1.27254311324959,0,0.799058393739856,0,0.0111769282071883,0,0
"133",0,0.824609990220421,0,0.306228106003637,0,0.260093764597887,0,1.04663873856493,0,0.290606724313301,2,1.54842796104168,0,0
"134",0,0.627365386813726,0,0.152944609650678,0,0,0,0.323029582607168,0,0,1,1.11088092351696,1,0.615683847390266
"135",2,0.323520886887693,0,0,1,1.31416916584644,1,1.68872562809502,0,0.179715086334758,0,0.577309420744022,0,0.118841483860293
"136",2,0,0,0.329456004036827,0,0.540761426109825,2,1.75571177968156,0,0,1,0.94995407376099,0,0.152536143284841
"137",0,3.65261582656906,0,0.557655446067759,1,1.21444879028235,0,0.796480420852508,0,0,2,1.44168894624838,0,0.153708712701625
"138",1,2.49996907818045,0,0.0305646032689093,0,0.293899479225908,1,0.740173240713424,0,0,0,0.368541751716011,0,0.0362733424921881
"139",2,1.97159746709019,0,0.373525897444844,0,0,1,1.05763046716575,0,0,0,1.3603901717353,0,0
"140",2,2.08494490573252,1,0.445903571108716,0,0.605789882282905,0,0.860056536982399,0,0.0879734778237224,0,0,0,0.1630120803599
"141",7,2.23086450382724,0,0.466103683430544,0,0,0,1.13785708147222,0,0.0510650859032692,0,0.119743307178792,0,0
"142",2,2.70330269593292,0,0,0,0,1,0.798138126178269,0,0.490231517081505,0,0.598641086041472,0,0.138923870681277
"143",0,4.13290657507646,0,0.00807244440401433,2,0.862369463578699,0,1.11458521119414,0,0.0109010083750295,0,0,0,0
"144",2,3.03064593519326,0,0,0,0.351997810420547,1,0.818310968328315,0,0,0,1.0939205629352,0,0.204056538143497
"145",1,4.21047271605983,0,0.146949928271911,0,0.00126472400666577,0,1.16380270171185,0,0,1,1.17817446727172,0,0.259998577214916
"146",4,1.95860456201713,0,0.266413087251256,0,0,1,0.959606551179067,0,0,1,0.980199881903787,0,0
"147",2,2.6541104852654,0,0.256474328867234,0,0,2,1.71605317979015,0,0.118630840857014,0,0,0,0
"148",6,4.78091271337927,0,0.198013953081102,1,0.917793260054268,1,1.86529219997024,0,0,1,0,0,0
"149",4,4.42076677376842,0,0,0,0.0472850246833044,2,1.38997635120857,1,1.08199560656782,0,1.20113847922468,0,0
"150",3,3.49133295373281,3,2.78984474711955,1,1.2924029474642,0,1.1129631952402,0,0,1,1.4007074230579,0,0
"151",4,3.1196116469819,0,0.164274373329214,0,0.452648665192509,0,1.2514121250966,0,0,1,1.41937958765242,0,0
"152",4,3.34563038904457,2,2.13148412537456,1,1.18021534619574,1,1.5010144180301,1,0.277846841466837,0,0.389645266612747,0,0.582863342241152
"153",6,7.12025785534181,0,0.0427846429596109,0,0.119093858585401,1,1.91143545774759,0,0.0448776783927547,1,1.37975038872357,0,0.0664781666383941
"154",5,4.37314010444467,0,0.350707552635385,1,1.28368019126469,0,1.2643348346255,0,0.495104105185245,0,0.415992373901318,0,0
"155",2,3.71480702094518,0,0.286531653752549,0,0,1,1.44068941131462,0,0.0752132875646994,0,1.21282970738571,0,0
"156",6,8.70034802690801,0,0.105039113343249,0,0.282417055133407,1,1.25778948883407,0,0,0,1.37677957216502,0,0
"157",1,2.01870595955162,1,0.97525445223565,2,1.81482446468398,2,1.28817493283438,0,0,1,1.38085233609331,1,0.289607417380547
"158",1,6.50168520264024,0,0,0,0.180705431119593,0,1.77500314762921,0,0,0,0.892427035052467,0,0.048301169421621
"159",8,7.02531323941382,0,0.0752276425816421,0,0.143826599790022,0,1.54864699998878,0,0.390268061580316,0,0.997313156813535,0,0.0900563726955656
"160",8,7.64583502406156,0,0.0645507279117215,1,0.892776460436213,0,1.83279026209139,0,0.355000169618831,1,1.00525251929319,0,0.298159645178468
"161",4,8.32197829771732,2,1.43338299306784,2,1.17522108469322,1,1.85945352675931,1,0.587506702787884,0,0,0,0
"162",4,6.01404580408513,0,0,0,0.360880289547415,2,1.43705871465999,0,0.632014567894342,0,0.556854538368911,1,0.776007644064379
"163",8,8.85700691720055,2,1.97284672705856,1,1.42448583191451,1,1.3141273167642,0,0.0878652942698076,0,0.898914901228606,0,0.0860931057836588
"164",5,5.5414825655364,0,0,0,0.49655023785505,1,2.28087819283341,0,0.0849112561261761,1,2.26362759315175,2,1.76850629199999
"165",9,8.20469962554185,2,1.99750686393129,0,0,2,2.19298945353045,0,0,1,0.617358918103312,0,0.453690193320661
"166",10,7.39982839821808,0,0.000538080376418816,0,0.191999948903073,1,1.280328454815,0,0.310670001191262,1,0.964456526032316,1,0.552794183352211
"167",10,9.16769478505415,0,0,0,0,1,1.85125288490361,0,0.00680191516300167,1,2.03356427370947,0,0.0619471156876307
"168",11,8.56639434390756,1,0.758248832744,1,0.863021510497555,1,1.85519428220634,0,0,1,1.05025078706157,0,0.91405852237227
"169",3,5.51937005155227,1,0.701757870499647,0,0.421585598913046,3,0.642324116219511,0,0.157443188252229,1,1.39939075871626,1,1.23518220223641
"170",12,8.12483264306764,3,2.42096565983159,0,0,0,1.99146560375827,0,0.275994220768685,2,1.85336633015281,1,0.94291102377393
"171",10,9.12459517539564,1,0.743748526609156,0,0.21641557842411,2,1.57854217649952,0,0.17602844814396,2,1.24153405662143,0,0.578222468181102
"172",8,7.27127861480989,0,0.0926218971579293,0,0,3,1.17960384315403,0,0.0411306136322558,0,1.48726085079558,0,0.853739545033402
"173",13,7.56110783128106,1,1.06248561469119,2,1.76403252053698,3,1.29555359525864,0,0.032578697669883,2,2.0595511221796,0,0
"174",16,8.93801341132679,1,0.773156436200696,0,0.00604571966747782,1,1.93417005240377,0,0,0,0.836257709955346,1,0.928670312082881
"175",16,9.51182907620695,0,0.255775838939346,1,1.08753106612077,1,1.54926459104668,1,0.883509941897331,0,0.424770495267872,0,0
"176",5,6.52297705530141,0,0.277257482198009,0,0.510806394218424,3,1.77958376500886,0,0.517661891368146,1,0.678551656415451,0,0.252361924228042
"177",5,4.35448792520751,1,1.27443481525136,1,1.36947632819454,1,2.16565957203694,1,0.684176518870835,2,1.82081760326469,0,0
"178",9,12.0737255997809,0,0.112617594229744,0,0,0,1.53586555120605,0,0.251816654531141,0,1.34578861005851,0,0
"179",9,9.03052207962223,3,2.15902069380785,1,0.400416402856156,3,1.39437881914582,2,1.47431439096644,1,0,1,0.73083766898358
"180",12,8.8114901063451,0,0.0408846395408279,0,0.652231034348686,2,2.21948684795513,0,0,1,1.20793929150764,0,0.134257795326504
"181",10,10.3970362443359,2,1.64565413765843,0,0,2,1.52689424744768,1,0.748032464841885,1,1.31572023155536,0,0.0670991103759764
"182",7,7.18431984540011,0,0.702255069391676,2,2.08477256601168,0,1.98230757201038,0,0,2,0.781493722669771,0,0
"183",10,10.0234664358795,2,1.54610778300701,2,1.46769532571066,3,1.65541794777517,0,0.294085034752335,0,1.45506907597223,1,0.573984731311922
"184",11,9.32047404204434,0,0,1,0.490000318008276,6,2.28034876156703,0,0,4,3.69544120939044,0,0.234127733581815
"185",11,11.9445102260548,2,1.66559388379279,0,0.0448938261447782,1,1.64789428848064,1,0.774332426049137,1,0,0,0.248571162394644
"186",6,9.10675268097361,0,0.14605199469679,0,0.551457179293795,1,1.26337874811733,0,0.474841873855266,0,0,0,0
"187",17,11.6125264053861,1,1.03556605282839,3,2.75909849553656,3,2.24137911319953,1,0.821453586119888,1,1.61151006150148,0,0
"188",12,10.9697725255583,1,0.779795578962806,3,3.09428402550604,1,1.8924561703364,0,0,2,1.45167515723744,0,0
"189",7,5.519191529292,2,1.95572465167832,2,1.06224087407195,1,1.65056198174126,2,1.29237894111284,3,1.05999993948601,0,0.229766873844691
"190",6,5.85089799501678,2,1.46210146554352,0,0.154962480044976,4,2.10395168054187,0,0.271288287292681,1,0.823163112867875,2,2.28118218807589
"191",14,16.6773111927034,0,0,1,1.07263835099187,3,2.47084234057683,0,0,0,0.992873416136835,1,1.0673450994565
"192",9,9.24790923602706,2,1.32104976631077,1,0.532487942377351,4,2.94584719400377,0,0.477028982548228,1,2.59231517443398,1,1.46644752561787
"193",13,9.82421165931319,0,0.548750663532092,2,1.27847955812574,4,2.66873904553735,0,0,0,0,0,0.163905661806792
"194",11,8.76021470530004,1,1.13099244846442,0,0,2,2.72622299159737,0,0.0571833767675469,1,0.839894668608887,2,1.76888274431301
"195",12,8.28403424525486,0,0.165325805195434,0,0.288015128513471,1,1.85528773572641,0,0,3,3.27619141819281,0,0.0475600985623987
"196",8,6.7641386464675,0,0,4,3.17163058351017,1,2.60011172490284,0,0.442859895462851,2,1.31382587997209,1,1.26846320555103
"197",16,11.030153804155,4,3.32257858346482,3,2.98687123151768,6,2.82278440987215,1,0.534171649932678,1,0.48003080299796,2,1.77855998818533
"198",15,10.6516452377977,0,0.229525577712248,0,0,3,1.85111322319439,2,1.31832218391827,0,1.16533822483107,1,1.45522161853398
"199",9,7.33169519786451,2,1.78584719250642,1,1.59266659528791,3,3.20844429701513,0,0.0424450189497215,1,1.27968724309393,0,0.686831716479724
"200",15,10.7960590804974,1,0.818237992620495,0,0.513048433678452,2,2.70999565921189,0,0,2,1.45937892715085,2,1.75226179835533
"201",10,7.29720628850961,0,0.233193626724036,0,0.300143957477742,4,2.5330969485441,0,0.131275540748499,0,1.58615720095494,3,2.40375960136771
"202",8,8.62416919055998,1,1.57226352699811,1,1.08371647392367,3,2.52164133047621,0,0.193403801804139,3,2.05700593693266,1,1.23186071377464
"203",12,11.3346809224774,1,0.853554672956216,1,1.06482887978362,6,2.55169763973013,0,0.171510085542951,2,1.62459046344261,1,1.08712986090018
"204",6,8.89457185314381,1,0.945174589241131,1,1.13841436788285,8,2.7667680771031,0,0.153308893785925,0,1.79737161507063,1,0.232018594587088
"205",11,9.09510861803487,1,1.51579968060381,1,0.746030036736576,3,2.7456453212983,1,0.0346161640203893,2,2.89211954816753,1,1.1900513343525
"206",10,5.76701248490999,3,2.5320810267425,2,2.09282031106835,2,2.65260997812708,0,0.235173926384326,2,1.85556821887484,2,1.51852210883507
"207",11,12.6866449764676,1,0.720931840662679,1,0.784732138221806,7,1.98364471855398,0,0,2,2.03154419965154,0,0.00744747502880511
"208",11,7.62921189231527,1,1.11110885722447,0,0,3,2.8857399944059,0,0.210877939569225,2,1.68241801999679,0,0.126683253363642
"209",13,9.13798969262001,2,1.49015081474427,1,1.14041899890641,7,4.1864639368288,1,0.734005546616289,7,2.88102173015925,0,0.121925819856128
"210",15,11.7170713938174,1,0.601253772890997,2,2.66049387253827,3,2.34126785303119,1,0.552857841625187,1,1.51468886149323,1,0.866099290575299
"211",9,5.1525531486333,1,1.04101947083605,1,0.809187645991224,1,2.65064404386081,1,1.01714608501289,0,0.899541147535003,3,2.8458620936375
"212",9,12.3683812436624,3,2.4204164347251,1,1.28287964519694,4,2.03885381390855,0,0,1,1.05319826254246,0,0.123891423655964
"213",15,9.46431104951271,0,0.152339738366879,2,1.58117682857744,4,2.09876219024492,1,0.896711117755239,2,0.836161833211503,0,0
"214",11,7.68542773816168,0,0.187862411489419,3,2.89990899416816,2,1.76276522957434,1,0.766164528886718,1,0.188787541091466,1,1.30118333713941
"215",7,10.8358000241398,1,1.04362278663323,3,1.89146370539774,4,2.13415582527852,0,0.883475290013103,1,0.970809236230003,5,3.70500985722084
"216",5,9.43821755913238,0,0.269872790149513,1,1.53503313103932,3,2.98111305836125,1,1.14458495036844,6,2.97581865550168,1,0.968344381161365
"217",11,10.6695750643623,0,0.0749128630723144,1,1.51740101209578,4,2.13815567761915,0,0.306970329711426,1,1.32549299586888,1,1.34217307234383
"218",6,7.55065099003163,0,0.217792857310231,3,2.58515731877619,4,2.03803429398587,1,0.414832687613035,3,1.44984937711315,1,1.02542003522136
