N1,N2,N3,N4,N5,N6,N7
28.93017285,2.680630041,1.350309325,6.799212846,1.392146856,4.737430832,3.928462782
20.65906417,0.623174984,5.943193164,9.148345918,1.436259084,6.087260725,3.086216243
20.76452205,1.116886071,7.216670645,8.56474085,0.876022702,9.75435851,3.543119624
20.36961611,3.430891874,3.491081623,7.880315012,1.484016303,7.313987874,2.429032135
33.55430921,2.191235532,3.057802777,12.68283126,2.194103387,7.565623329,3.105896458
33.46797361,2.885989905,3.497092348,9.729280694,1.158588986,10.00376592,2.255946574
30.61407515,1.759635073,5.253927646,6.590667432,1.960125115,6.234315374,4.123036732
30.49696955,1.332164671,3.242017822,10.22144196,1.682035002,8.113298401,3.707925636
36.92139247,1.424750692,5.972636894,11.768234,1.652030084,9.882345991,3.615687682
37.16160321,2.99637984,5.027963162,10.14992916,1.613798879,11.23066189,4.924864257
21.35915026,0.387395203,6.383147833,7.622375477,0.352883194,10.33577325,4.179195556
23.32501019,1.697380293,5.003890941,6.393752303,1.857395633,5.039818186,2.970718306
25.9956143,1.297201777,6.85632376,6.699805438,1.606353572,7.038663989,0.663558108
28.54606497,3.079679627,6.539967241,7.766144677,1.52404713,8.458862431,1.3797204
28.51021499,0,2.897835295,9.141571034,2.41984254,10.93018762,2.323535451
24.71602321,1.2755999,2.438520433,6.900629822,1.455728527,5.259940973,2.003143465
30.76746368,1.781520325,5.079491579,7.811647546,0.829226994,6.680205976,3.563587394
28.81009068,1.834951281,5.181431758,6.114643322,1.403042367,9.041708737,2.987288787
24.53313665,2.678616167,3.420664149,7.494107815,0.040269912,6.249778033,4.34156096
23.55372042,1.382013501,3.009737195,5.079145124,0.804621322,3.807232373,2.564395517
20.47948097,0.570264363,7.882763091,4.226394108,0.630981893,9.589137573,4.790863705
17.22689145,1.454010375,5.250719644,7.775729882,1.296401373,3.74117954,0.884240613
16.33150463,2.22490527,3.018327053,3.461395608,0.657605247,3.712008995,3.155551102
30.39355228,0.310548256,2.04983721,5.970426329,0.431013864,3.079548858,0.436165299
24.70700968,1.803856445,4.228603096,3.905314381,0.471942807,5.364481292,4.370735226
24.77887654,0.686045386,2.512142342,5.317498365,1.948139181,4.691990397,1.697771133
25.10402192,2.126411134,2.737727109,6.16828698,2.072754379,1.065526214,2.308248469
20.39919232,3.233128755,3.910040449,3.739305245,0.852243696,3.767598615,1.45987279
20.36012044,1.374248388,2.205354964,6.116724648,0.778162961,3.248193704,1.339762438
14.4940095,0,0.998027352,4.860304402,0.055769837,5.118558151,2.85745543
17.09675303,0.937276097,1.604387267,4.88956897,0,3.486604338,2.990364073
15.33632968,0.465838802,2.434821745,5.012056738,0.542853933,2.488760454,1.757203672
10.08722591,0,0,2.387173619,0.429776222,2.10777456,0.758814267
15.88646781,0.466798909,1.970316497,3.600647972,0.680511648,4.638175553,2.253625864
9.454753577,0,0,3.80894661,1.604354749,3.896885219,2.033739979
11.23546207,0.977920753,2.182190293,5.442526962,0.214130749,3.562833888,1.539710652
11.20801534,0,3.448764363,6.522900028,0.715763142,4.003996345,1.111512433
12.59363983,0.730175679,0,6.478601584,0.147905884,5.019915539,1.073326509
5.874372353,0,2.01009134,3.930041046,1.836757071,2.606106738,3.018637568
11.111332,1.071320784,0,1.305892078,0.022518568,5.040522244,0.534524869
6.982538645,0.603451261,2.984570955,2.561290367,0.798412296,3.692814949,0.052004844
2.185491863,0.875368473,3.689588207,6.134906025,0.835685265,4.327023344,0.588967134
7.831011874,2.595843005,2.197969257,3.430812482,0.175633398,5.04529186,0.045785397
11.59766762,0,2.529000472,1.717273535,2.636502439,3.635601746,0.304736454
6.734896569,0.324903861,0.118014165,5.983045828,0,8.448985788,0
11.36732265,1.445866995,3.626549072,2.881145654,1.668360284,1.867546727,2.355732128
15.4475868,0.034517003,0.646167378,1.309845692,0.526084349,3.806635321,0
11.48811206,1.443240861,2.982028292,2.136495242,0.191811251,0,1.236576829
